V_BZNO,DEFAULT_YM,IS_RECOVERED,RECOVER_DT,DEFAULT_DT,DSH_RSN_CNT,DSH_RSN_DSC,RECOVER_YM
1000016748,202506,0,,2025-06-25,1,41,
1000016771,202511,0,,2025-11-10,1,41,
1000016781,202509,0,,2025-09-25,1,41,
1000016841,202508,0,,2025-08-16,1,41,
1000016890,202405,0,,2024-05-07,1,40,
1000016909,202212,0,,2022-12-07,1,40,
1000016947,202510,0,,2025-10-13,1,40,
1000017062,202203,1,2022-03-10,2022-03-07,1,41,202203
1000017062,202306,0,,2023-06-26,1,41,
1000017077,202505,0,,2025-05-21,1,41,
1000017095,202401,0,,2024-01-19,1,41,
1000017150,202604,0,,2026-04-23,1,92,
1000017178,202311,0,,2023-11-30,1,41,
1000017198,202210,0,,2022-10-11,1,41,
1000017217,202502,0,,2025-02-19,1,41,
1000017219,202112,0,,2021-12-07,1,40,
1000017221,202503,0,,2025-03-13,1,40,
1000017226,202402,0,,2024-02-13,1,40,
1000017312,202112,0,,2021-12-23,1,41,
1000017361,202309,0,,2023-09-08,1,41,
1000017395,202503,0,,2025-03-28,1,41,
1000017488,202310,0,,2023-10-26,1,41,
1000017494,202206,0,,2022-06-28,1,41,
1000017504,202502,0,,2025-02-08,1,41,
1000017588,202106,0,,2021-06-16,1,41,
1000017601,202301,0,,2023-01-20,1,41,
1000017639,202604,0,,2026-04-06,1,40,
1000017704,202507,0,,2025-07-31,1,41,
1000017706,202201,0,,2022-01-15,1,41,
1000017714,202207,0,,2022-07-22,1,41,
1000017758,202305,0,,2023-05-06,1,41,
1000017837,202308,0,,2023-08-05,1,41,
1000017838,202304,0,,2023-04-03,1,41,
1000017843,202410,0,,2024-10-31,1,41,
1000017850,202409,0,,2024-09-09,1,41,
1000017917,202605,0,,2026-05-09,1,41,
1000017924,202602,0,,2026-02-27,1,40,
1000017925,202312,0,,2023-12-21,1,41,
1000017935,202401,0,,2024-01-10,1,41,
1000017942,202108,0,,2021-08-27,1,41,
1000017978,202501,0,,2025-01-02,1,41,
1000017988,202208,0,,2022-08-20,1,41,
1000018020,202302,0,,2023-02-20,1,41,
1000018026,202309,1,2023-09-26,2023-09-01,1,41,202309
1000018026,202403,0,,2024-03-21,1,10,
1000018042,202401,0,,2024-01-05,1,41,
1000018047,202509,0,,2025-09-29,1,41,
1000018057,202406,0,,2024-06-28,1,40,
1000018096,202211,0,,2022-11-02,1,41,
1000018104,202405,1,2024-07-05,2024-05-16,1,41,202407
1000018104,202411,0,,2024-11-16,1,41,
1000018148,202308,0,,2023-08-11,1,41,
1000018150,202411,0,,2024-11-20,1,41,
1000018159,202210,0,,2022-10-27,1,40,
1000018181,202207,1,2022-08-17,2022-07-04,1,41,202208
1000018181,202212,0,,2022-12-01,1,41,
1000018192,202110,0,,2021-10-21,1,41,
1000018398,202505,0,,2025-05-03,1,41,
1000018447,202603,0,,2026-03-14,1,41,
1000018454,202108,0,,2021-08-27,1,41,
1000018466,202303,0,,2023-03-31,1,41,
1000018519,202109,0,,2021-09-03,1,41,
1000018546,202308,1,2023-08-17,2023-08-02,2,41|50,202308
1000018546,202503,0,,2025-03-31,1,10,
1000018570,202412,0,,2024-12-28,1,41,
1000018573,202412,0,,2024-12-18,1,41,
1000018667,202402,0,,2024-02-03,1,41,
1000018676,202601,0,,2026-01-19,1,41,
1000018688,202209,0,,2022-09-24,1,41,
1000018691,202604,0,,2026-04-30,1,41,
1000018716,202312,0,,2023-12-26,1,41,
1000018720,202604,0,,2026-04-18,1,41,
1000018787,202404,0,,2024-04-12,1,41,
1000018931,202307,0,,2023-07-08,1,40,
1000018978,202206,1,2023-06-28,2022-06-27,1,41,202306
1000018978,202401,1,2024-06-27,2024-01-26,1,41,202406
1000018978,202407,0,,2024-07-12,1,41,
1000019004,202306,1,2023-06-29,2023-06-21,1,41,202306
1000019004,202501,0,,2025-01-15,1,30,
1000019023,202203,0,,2022-03-08,1,41,
1000019032,202109,0,,2021-09-23,1,41,
1000019037,202507,0,,2025-07-10,1,40,
1000019051,202112,0,,2021-12-10,1,41,
1000019057,202402,0,,2024-02-16,1,41,
1000019101,202312,1,2024-06-25,2023-12-02,1,41,202406
1000019101,202504,0,,2025-04-18,1,92,
1000019126,202209,0,,2022-09-15,1,41,
1000019134,202403,1,2024-03-29,2024-03-09,1,41,202403
1000019134,202407,0,,2024-07-11,1,41,
1000019169,202302,0,,2023-02-24,1,41,
1000019176,202101,1,2024-03-27,2021-01-11,1,41,202403
1000019185,202409,0,,2024-09-27,1,41,
1000019209,202401,0,,2024-01-11,1,41,
1000019241,202208,0,,2022-08-18,1,41,
1000019277,202501,1,2025-06-20,2025-01-20,1,41,202506
1000019277,202602,1,2026-04-30,2026-02-19,1,41,202604
1000019285,202303,0,,2023-03-08,1,41,
1000019318,202512,0,,2025-12-06,1,40,
1000019363,202601,0,,2026-01-02,1,41,
1000019407,202501,0,,2025-01-10,1,40,
1000019408,202205,0,,2022-05-11,1,41,
1000019413,202409,0,,2024-09-12,1,41,
1000019466,202205,0,,2022-05-04,1,41,
1000019536,202210,0,,2022-10-01,1,41,
1000019564,202412,0,,2024-12-04,1,41,
1000019572,202510,0,,2025-10-17,1,41,
1000019605,202510,0,,2025-10-13,1,41,
1000019620,202202,0,,2022-02-07,1,41,
1000019662,202311,0,,2023-11-24,1,41,
1000019670,202505,1,2025-06-13,2025-05-07,1,41,202506
1000019685,202511,0,,2025-11-29,1,41,
1000019696,202504,0,,2025-04-10,1,41,
1000019699,202310,0,,2023-10-26,1,41,
1000019710,202211,0,,2022-11-19,1,41,
1000019723,202212,0,,2022-12-28,1,41,
1000019805,202511,0,,2025-11-22,1,41,
1000019822,202307,0,,2023-07-11,1,41,
1000019846,202604,0,,2026-04-24,1,41,
1000019901,202204,0,,2022-04-01,1,41,
1000019927,202107,0,,2021-07-08,1,41,
1000019936,202110,0,,2021-10-18,1,41,
1000019969,202308,0,,2023-08-21,1,41,
1000019999,202212,0,,2022-12-30,1,40,
1000020002,202412,0,,2024-12-12,1,41,
1000020017,202107,0,,2021-07-01,1,92,
1000020043,202604,0,,2026-04-25,1,41,
1000020072,202412,0,,2024-12-02,1,41,
1000020090,202203,0,,2022-03-15,1,41,
1000020103,202407,0,,2024-07-13,1,41,
1000020108,202511,0,,2025-11-06,1,40,
1000020111,202508,0,,2025-08-27,1,41,
1000020126,202407,0,,2024-07-31,1,41,
1000020166,202403,0,,2024-03-21,1,41,
1000020168,202312,0,,2023-12-07,1,40,
1000020207,202407,0,,2024-07-25,1,41,
1000020247,202311,0,,2023-11-17,1,40,
1000020305,202304,0,,2023-04-08,1,41,
1000020306,202311,0,,2023-11-04,1,40,
1000020348,202304,0,,2023-04-05,1,41,
1000020372,202507,0,,2025-07-17,1,41,
1000020388,202307,0,,2023-07-13,1,41,
1000020456,202310,1,2024-06-27,2023-10-30,1,41,202406
1000020456,202507,0,,2025-07-17,1,41,
1000020469,202211,0,,2022-11-23,1,41,
1000020554,202405,0,,2024-05-31,1,41,
1000020565,202112,0,,2021-12-01,1,41,
1000020612,202507,0,,2025-07-14,1,41,
1000020618,202308,0,,2023-08-12,1,41,
1000020631,202210,0,,2022-10-14,1,41,
1000020685,202503,0,,2025-03-22,1,41,
1000020692,202405,0,,2024-05-23,1,41,
1000020701,202106,0,,2021-06-24,1,41,
1000020728,202405,1,2025-05-02,2024-05-22,1,41,202505
1000020735,202108,0,,2021-08-19,1,41,
1000020755,202501,0,,2025-01-02,1,41,
1000020774,202112,0,,2021-12-04,1,41,
1000020792,202404,0,,2024-04-16,1,41,
1000020794,202403,0,,2024-03-23,1,41,
1000020823,202512,0,,2025-12-27,1,41,
1000020846,202306,0,,2023-06-01,1,41,
1000020864,202310,0,,2023-10-27,1,41,
1000020912,202107,0,,2021-07-15,1,41,
1000020916,202212,0,,2022-12-19,1,41,
1000020998,202601,0,,2026-01-02,1,41,
1000021003,202207,0,,2022-07-01,1,41,
1000021077,202107,1,2021-09-16,2021-07-23,1,41,202109
1000021077,202201,0,,2022-01-27,1,41,
1000021083,202407,0,,2024-07-20,1,41,
1000021110,202410,0,,2024-10-31,1,41,
1000021134,202308,0,,2023-08-08,1,41,
1000021203,202308,0,,2023-08-28,1,41,
1000021250,202309,0,,2023-09-16,1,41,
1000021266,202412,0,,2024-12-18,1,41,
1000021321,202208,0,,2022-08-16,1,41,
1000021339,202411,0,,2024-11-06,1,41,
1000021346,202604,0,,2026-04-30,1,41,
1000021361,202206,0,,2022-06-08,1,41,
1000021393,202310,0,,2023-10-28,1,41,
1000021461,202505,0,,2025-05-16,1,41,
1000021469,202603,0,,2026-03-07,1,41,
1000021472,202412,0,,2024-12-30,1,41,
1000021628,202303,1,2023-06-20,2023-03-23,1,41,202306
1000021628,202309,1,2023-10-27,2023-09-21,1,41,202310
1000021628,202603,1,2026-04-24,2026-03-27,1,41,202604
1000021639,202410,0,,2024-10-12,1,41,
1000021674,202404,0,,2024-04-20,1,41,
1000021686,202310,0,,2023-10-05,1,41,
1000021695,202603,1,2026-03-23,2026-03-14,1,41,202603
1000021711,202109,0,,2021-09-10,1,41,
1000021745,202506,0,,2025-06-11,1,41,
1000021774,202601,0,,2026-01-23,1,41,
1000021811,202306,0,,2023-06-21,1,41,
1000021825,202406,0,,2024-06-26,1,41,
1000021861,202104,1,2021-07-29,2021-04-24,1,41,202107
1000021861,202212,0,,2022-12-29,1,10,
1000021865,202306,0,,2023-06-29,1,41,
1000021887,202201,0,,2022-01-03,1,41,
1000021894,202401,0,,2024-01-20,1,41,
1000021899,202209,0,,2022-09-05,1,41,
1000021918,202506,0,,2025-06-25,1,41,
1000021928,202508,0,,2025-08-07,1,41,
1000021938,202308,0,,2023-08-11,1,41,
1000021952,202111,1,2022-03-31,2021-11-15,1,10,202203
1000021952,202209,0,,2022-09-13,1,41,
1000021997,202308,0,,2023-08-11,1,41,
1000022029,202504,1,2025-06-30,2025-04-25,1,41,202506
1000022097,202110,1,2026-03-18,2021-10-23,1,41,202603
1000022110,202208,0,,2022-08-30,1,41,
1000022143,202404,0,,2024-04-17,1,41,
1000022159,202402,0,,2024-02-17,1,41,
1000022188,202306,0,,2023-06-30,1,41,
1000022214,202603,0,,2026-03-07,1,41,
1000022240,202311,0,,2023-11-30,1,41,
1000022279,202110,1,2021-11-10,2021-10-15,1,41,202111
1000022279,202202,1,2022-03-10,2022-02-17,1,41,202203
1000022290,202312,0,,2023-12-28,1,41,
1000022298,202309,0,,2023-09-04,1,41,
1000022325,202404,0,,2024-04-01,1,41,
1000022337,202110,0,,2021-10-27,1,41,
1000022340,202511,0,,2025-11-03,1,41,
1000022365,202510,0,,2025-10-15,1,41,
1000022425,202303,0,,2023-03-31,1,41,
1000022439,202406,0,,2024-06-08,1,41,
1000022465,202508,0,,2025-08-23,1,41,
1000022506,202511,0,,2025-11-27,1,41,
1000022514,202412,0,,2024-12-28,1,41,
1000022525,202303,0,,2023-03-04,1,41,
1000022526,202311,0,,2023-11-11,1,41,
1000022528,202101,1,2021-03-31,2021-01-07,1,41,202103
1000022528,202109,0,,2021-09-25,1,41,
1000022561,202510,0,,2025-10-27,1,41,
1000022564,202502,0,,2025-02-08,1,41,
1000022575,202403,0,,2024-03-06,1,41,
1000022645,202311,0,,2023-11-17,1,41,
1000022652,202601,0,,2026-01-05,1,41,
1000022672,202512,0,,2025-12-04,1,41,
1000022760,202207,1,2022-08-30,2022-07-12,1,41,202208
1000022760,202411,1,2024-11-22,2024-11-13,1,60,202411
1000022760,202507,0,,2025-07-15,1,41,
1000022795,202111,1,2022-04-30,2021-11-12,1,41,202204
1000022800,202308,0,,2023-08-30,1,41,
1000022801,202110,1,2021-12-06,2021-10-08,1,41,202112
1000022801,202207,0,,2022-07-06,1,41,
1000022804,202108,0,,2021-08-07,1,41,
1000022816,202509,0,,2025-09-25,1,41,
1000022824,202112,0,,2021-12-31,1,41,
1000022859,202508,0,,2025-08-13,1,41,
1000022883,202101,1,2021-04-08,2021-01-28,1,41,202104
1000022883,202305,1,2023-06-05,2023-05-08,1,10,202306
1000022883,202503,0,,2025-03-27,1,41,
1000022913,202207,1,2022-07-26,2022-07-02,1,41,202207
1000022967,202209,0,,2022-09-22,1,10,
1000022981,202110,1,2022-01-18,2021-10-01,1,41,202201
1000022981,202206,0,,2022-06-29,1,41,
1000022985,202603,0,,2026-03-28,1,41,
1000022998,202408,0,,2024-08-28,1,41,
1000023047,202401,0,,2024-01-08,1,40,
1000023084,202105,0,,2021-05-26,1,41,
1000023104,202508,0,,2025-08-16,1,41,
1000023140,202107,0,,2021-07-28,1,41,
1000023170,202306,0,,2023-06-24,1,41,
1000023196,202511,0,,2025-11-29,1,41,
1000023212,202504,0,,2025-04-09,1,41,
1000023221,202306,0,,2023-06-29,1,41,
1000023236,202405,0,,2024-05-09,1,41,
1000023257,202304,0,,2023-04-12,1,41,
1000023266,202312,0,,2023-12-23,1,41,
1000023271,202411,0,,2024-11-01,1,41,
1000023273,202602,0,,2026-02-26,1,41,
1000023282,202112,1,2022-01-14,2021-12-17,1,41,202201
1000023282,202205,0,,2022-05-02,1,41,
1000023287,202409,0,,2024-09-12,1,41,
1000023307,202308,1,2023-09-14,2023-08-18,1,41,202309
1000023343,202401,0,,2024-01-25,1,41,
1000023350,202402,0,,2024-02-01,1,41,
1000023372,202407,0,,2024-07-19,1,41,
1000023400,202510,0,,2025-10-15,1,41,
1000023419,202407,0,,2024-07-15,1,41,
1000023460,202310,0,,2023-10-18,1,41,
1000023470,202604,0,,2026-04-20,1,41,
1000023515,202507,0,,2025-07-23,1,40,
1000023539,202602,0,,2026-02-24,1,41,
1000023592,202110,0,,2021-10-14,1,40,
1000023593,202312,0,,2023-12-14,1,41,
1000023597,202308,0,,2023-08-18,1,41,
1000023623,202405,0,,2024-05-23,1,41,
1000023686,202502,0,,2025-02-04,1,41,
1000023691,202112,0,,2021-12-21,1,92,
1000023699,202303,0,,2023-03-02,1,41,
1000023770,202307,0,,2023-07-13,1,41,
1000023774,202309,0,,2023-09-05,1,41,
1000023804,202211,0,,2022-11-09,1,41,
1000023814,202301,0,,2023-01-18,1,41,
1000023935,202207,0,,2022-07-07,1,10,
1000024029,202605,0,,2026-05-02,1,41,
1000024032,202404,0,,2024-04-18,1,41,
1000024043,202501,0,,2025-01-04,1,41,
1000024056,202109,0,,2021-09-25,1,41,
1000024118,202603,0,,2026-03-23,1,41,
1000024121,202209,0,,2022-09-02,1,41,
1000024144,202503,0,,2025-03-26,1,41,
1000024161,202212,0,,2022-12-21,1,92,
1000024212,202601,0,,2026-01-12,1,41,
1000024240,202401,0,,2024-01-19,1,41,
1000024241,202412,0,,2024-12-27,1,41,
1000024281,202106,0,,2021-06-22,1,41,
1000024301,202401,0,,2024-01-25,1,41,
1000024386,202207,0,,2022-07-06,1,41,
1000024410,202508,0,,2025-08-29,1,41,
1000024428,202510,0,,2025-10-04,1,41,
1000024482,202505,0,,2025-05-19,1,40,
1000024483,202407,0,,2024-07-11,1,41,
1000024529,202103,1,2021-07-29,2021-03-05,1,41,202107
1000024529,202402,1,2024-05-13,2024-02-26,1,10,202405
1000024529,202408,0,,2024-08-26,1,10,
1000024548,202510,0,,2025-10-16,1,41,
1000024553,202312,0,,2023-12-29,1,41,
1000024571,202404,0,,2024-04-01,1,41,
1000024584,202310,0,,2023-10-07,1,41,
1000024591,202601,0,,2026-01-02,1,41,
1000024592,202605,0,,2026-05-02,1,40,
1000024638,202603,0,,2026-03-06,1,41,
1000024654,202106,0,,2021-06-28,1,41,
1000024675,202407,0,,2024-07-25,1,41,
1000024680,202510,0,,2025-10-24,1,41,
1000024686,202306,0,,2023-06-21,1,41,
1000024688,202310,0,,2023-10-10,1,41,
1000024719,202503,0,,2025-03-26,1,41,
1000024769,202110,0,,2021-10-21,1,41,
1000024771,202308,0,,2023-08-28,1,41,
1000024775,202412,0,,2024-12-19,1,41,
1000024778,202112,0,,2021-12-30,1,41,
1000024790,202411,0,,2024-11-02,1,41,
1000024797,202505,0,,2025-05-10,1,41,
1000024813,202507,0,,2025-07-17,1,41,
1000024827,202301,1,2023-02-15,2023-01-02,1,41,202302
1000024827,202309,0,,2023-09-18,1,10,
1000024832,202501,0,,2025-01-16,1,41,
1000024864,202401,0,,2024-01-02,1,41,
1000024880,202308,0,,2023-08-18,1,41,
1000024888,202109,0,,2021-09-29,1,41,
1000024892,202605,0,,2026-05-09,1,41,
1000024904,202504,0,,2025-04-23,1,41,
1000024927,202507,0,,2025-07-02,1,41,
1000024943,202512,0,,2025-12-19,1,41,
1000024965,202109,1,2021-09-15,2021-09-03,1,41,202109
1000024975,202601,0,,2026-01-24,1,41,
1000025004,202412,0,,2024-12-23,1,41,
1000025005,202105,1,2021-08-31,2021-05-12,1,41,202108
1000025005,202211,0,,2022-11-22,1,10,
1000025032,202509,0,,2025-09-20,1,41,
1000025055,202207,0,,2022-07-08,1,40,
1000025056,202303,0,,2023-03-29,1,41,
1000025063,202308,0,,2023-08-26,1,41,
1000025092,202402,0,,2024-02-16,1,41,
1000025139,202408,0,,2024-08-08,1,41,
1000025141,202211,0,,2022-11-12,1,41,
1000025166,202602,0,,2026-02-27,1,41,
1000025180,202412,0,,2024-12-28,1,41,
1000025192,202512,0,,2025-12-13,1,41,
1000025201,202410,0,,2024-10-30,1,41,
1000025226,202602,0,,2026-02-14,1,41,
1000025260,202405,0,,2024-05-24,1,41,
1000025280,202602,0,,2026-02-19,1,41,
1000025299,202508,0,,2025-08-22,1,41,
1000025315,202110,0,,2021-10-22,1,41,
1000025317,202205,1,2022-06-22,2022-05-25,1,41,202206
1000025317,202212,0,,2022-12-26,1,10,
1000025324,202604,0,,2026-04-20,1,41,
1000025326,202308,0,,2023-08-16,1,41,
1000025346,202402,0,,2024-02-23,1,41,
1000025357,202506,1,2025-06-26,2025-06-14,1,41,202506
1000025357,202508,1,2025-12-30,2025-08-02,1,41,202512
1000025364,202210,0,,2022-10-31,1,41,
1000025369,202109,0,,2021-09-15,1,41,
1000025373,202505,0,,2025-05-16,1,41,
1000025408,202403,0,,2024-03-30,1,41,
1000025420,202206,1,2022-07-29,2022-06-28,1,41,202207
1000025420,202210,0,,2022-10-25,1,41,
1000025441,202504,0,,2025-04-16,1,41,
1000025453,202408,0,,2024-08-03,1,41,
1000025455,202312,0,,2023-12-29,1,41,
1000025466,202309,0,,2023-09-25,1,41,
1000025487,202603,0,,2026-03-14,1,41,
1000025510,202212,0,,2022-12-19,1,41,
1000025513,202301,0,,2023-01-19,1,41,
1000025518,202212,0,,2022-12-19,1,41,
1000025519,202512,0,,2025-12-13,1,41,
1000025529,202507,0,,2025-07-08,1,41,
1000025535,202512,0,,2025-12-27,1,41,
1000025541,202407,0,,2024-07-10,1,41,
1000025543,202204,1,2022-06-16,2022-04-20,1,41,202206
1000025548,202112,0,,2021-12-02,1,41,
1000025597,202306,0,,2023-06-24,1,41,
1000025607,202402,0,,2024-02-27,1,41,
1000025624,202512,0,,2025-12-06,1,41,
1000025638,202303,1,2023-05-16,2023-03-04,1,41,202305
1000025638,202405,0,,2024-05-02,1,41,
1000025674,202602,0,,2026-02-14,1,41,
1000025710,202412,0,,2024-12-28,1,41,
1000025725,202309,0,,2023-09-18,1,41,
1000025740,202308,0,,2023-08-14,1,41,
1000025747,202408,0,,2024-08-23,1,40,
1000025771,202510,0,,2025-10-04,1,41,
1000025821,202404,0,,2024-04-08,1,41,
1000025835,202206,0,,2022-06-22,1,41,
1000025850,202509,0,,2025-09-15,1,41,
1000025858,202309,0,,2023-09-27,1,41,
1000025861,202302,0,,2023-02-13,1,41,
1000025867,202412,0,,2024-12-07,1,41,
1000025894,202404,1,2024-06-14,2024-04-22,1,41,202406
1000025894,202410,0,,2024-10-18,1,41,
1000025897,202509,0,,2025-09-04,1,41,
1000025924,202208,0,,2022-08-18,1,41,
1000025929,202307,0,,2023-07-29,1,41,
1000025949,202510,0,,2025-10-13,1,41,
1000025955,202511,0,,2025-11-03,1,41,
1000025962,202110,0,,2021-10-12,1,41,
1000025970,202309,0,,2023-09-20,1,41,
1000026004,202410,0,,2024-10-30,1,41,
1000026011,202408,0,,2024-08-27,1,41,
1000026044,202307,1,2023-08-30,2023-07-20,1,41,202308
1000026044,202309,0,,2023-09-27,1,41,
1000026091,202301,0,,2023-01-13,1,41,
1000026100,202602,0,,2026-02-26,1,41,
1000026148,202312,0,,2023-12-08,1,41,
1000026166,202601,0,,2026-01-26,1,41,
1000026204,202108,0,,2021-08-25,1,41,
1000026238,202402,0,,2024-02-22,1,41,
1000026239,202605,0,,2026-05-09,1,41,
1000026244,202511,0,,2025-11-06,1,41,
1000026308,202401,0,,2024-01-18,1,41,
1000026325,202109,0,,2021-09-25,1,41,
1000026330,202401,0,,2024-01-11,1,41,
1000026343,202512,0,,2025-12-27,1,41,
1000026348,202403,0,,2024-03-04,1,41,
1000026433,202311,0,,2023-11-01,1,41,
1000026480,202309,0,,2023-09-11,1,41,
1000026491,202312,0,,2023-12-15,1,41,
1000026500,202305,1,2023-07-24,2023-05-04,1,41,202307
1000026500,202310,0,,2023-10-10,1,41,
1000026508,202310,0,,2023-10-06,1,41,
1000026521,202603,0,,2026-03-13,1,41,
1000026541,202603,0,,2026-03-30,1,41,
1000026543,202410,0,,2024-10-30,1,41,
1000026564,202107,0,,2021-07-30,1,41,
1000026570,202308,0,,2023-08-25,1,40,
1000026574,202409,0,,2024-09-10,1,41,
1000026576,202312,0,,2023-12-08,1,40,
1000026588,202311,1,2023-12-21,2023-11-30,1,41,202312
1000026588,202407,0,,2024-07-25,1,10,
1000026590,202312,0,,2023-12-07,1,41,
1000026594,202302,0,,2023-02-06,1,41,
1000026613,202407,0,,2024-07-29,1,10,
1000026614,202506,0,,2025-06-27,1,41,
1000026619,202310,0,,2023-10-06,1,41,
1000026634,202308,1,2023-09-26,2023-08-18,1,41,202309
1000026634,202312,0,,2023-12-29,1,41,
1000026703,202401,0,,2024-01-04,1,41,
1000026704,202503,0,,2025-03-25,1,41,
1000026722,202505,0,,2025-05-28,1,41,
1000026772,202312,0,,2023-12-07,1,41,
1000026842,202201,0,,2022-01-07,1,41,
1000026848,202503,0,,2025-03-08,1,41,
1000026850,202504,0,,2025-04-17,1,41,
1000026858,202403,0,,2024-03-21,1,41,
1000026866,202302,0,,2023-02-23,1,41,
1000026867,202403,1,2024-05-30,2024-03-21,1,41,202405
1000026868,202411,0,,2024-11-18,1,41,
1000026885,202510,0,,2025-10-25,1,41,
1000026913,202302,0,,2023-02-10,1,41,
1000026930,202308,0,,2023-08-03,1,41,
1000026949,202209,0,,2022-09-08,1,41,
1000026966,202602,0,,2026-02-28,1,41,
1000026973,202403,1,2024-05-30,2024-03-22,1,41,202405
1000026973,202406,0,,2024-06-14,1,60,
1000026981,202107,0,,2021-07-29,1,41,
1000027003,202512,0,,2025-12-01,1,41,
1000027020,202511,0,,2025-11-29,1,41,
1000027033,202304,0,,2023-04-05,1,41,
1000027036,202206,0,,2022-06-14,1,41,
1000027053,202212,0,,2022-12-12,1,41,
1000027094,202211,0,,2022-11-24,1,41,
1000027098,202405,0,,2024-05-23,1,41,
1000027129,202412,0,,2024-12-14,1,41,
1000027144,202411,0,,2024-11-27,1,41,
1000027147,202509,1,2025-09-24,2025-09-13,1,41,202509
1000027147,202605,0,,2026-05-02,1,41,
1000027173,202601,0,,2026-01-23,1,41,
1000027186,202408,0,,2024-08-30,1,41,
1000027194,202209,0,,2022-09-16,1,41,
1000027199,202603,0,,2026-03-20,1,41,
1000027201,202307,0,,2023-07-15,1,41,
1000027203,202310,0,,2023-10-28,1,41,
1000027207,202508,0,,2025-08-21,1,41,
1000027256,202303,0,,2023-03-25,1,41,
1000027304,202307,0,,2023-07-21,1,41,
1000027315,202411,1,2025-05-19,2024-11-04,1,41,202505
1000027322,202207,0,,2022-07-07,1,41,
1000027358,202502,0,,2025-02-03,1,41,
1000027362,202402,0,,2024-02-16,1,41,
1000027428,202409,0,,2024-09-05,1,41,
1000027471,202112,0,,2021-12-13,1,41,
1000027529,202411,0,,2024-11-04,1,41,
1000027548,202604,0,,2026-04-16,1,41,
1000027567,202510,0,,2025-10-18,1,41,
1000027587,202604,0,,2026-04-23,1,92,
1000027615,202604,0,,2026-04-24,1,41,
1000027618,202601,1,2026-02-12,2026-01-23,1,41,202602
1000027623,202602,0,,2026-02-19,1,41,
1000027632,202511,0,,2025-11-22,1,41,
1000027642,202601,0,,2026-01-03,1,41,
1000027679,202312,0,,2023-12-29,1,41,
1000027715,202601,0,,2026-01-26,1,41,
1000027733,202312,0,,2023-12-09,1,41,
1000027755,202603,1,2026-03-23,2026-03-13,1,41,202603
1000027765,202307,0,,2023-07-13,1,41,
1000027808,202507,0,,2025-07-21,1,41,
1000027809,202409,0,,2024-09-28,1,41,
1000027811,202208,0,,2022-08-13,1,41,
1000027875,202212,1,2025-08-26,2022-12-17,1,41,202508
1000027880,202307,0,,2023-07-12,1,41,
1000027889,202602,0,,2026-02-25,1,41,
1000027905,202110,1,2022-03-24,2021-10-14,1,41,202203
1000027917,202306,0,,2023-06-19,1,41,
1000027918,202407,0,,2024-07-20,1,41,
1000027992,202210,0,,2022-10-31,1,40,
1000028034,202501,0,,2025-01-22,1,41,
1000028069,202508,0,,2025-08-13,1,41,
1000028085,202210,0,,2022-10-08,1,41,
1000028113,202306,0,,2023-06-01,1,41,
1000028131,202411,0,,2024-11-28,1,41,
1000028142,202307,0,,2023-07-27,1,41,
1000028165,202410,0,,2024-10-07,1,41,
1000028166,202408,1,2025-07-03,2024-08-20,1,41,202507
1000028166,202508,0,,2025-08-08,1,41,
1000028175,202601,0,,2026-01-03,1,41,
1000028187,202408,0,,2024-08-09,1,40,
1000028188,202502,0,,2025-02-06,1,41,
1000028204,202312,0,,2023-12-23,1,41,
1000028208,202403,0,,2024-03-02,1,41,
1000028218,202411,0,,2024-11-07,1,41,
1000028224,202502,0,,2025-02-24,1,41,
1000028275,202511,0,,2025-11-05,1,41,
1000028286,202605,0,,2026-05-02,1,41,
1000028290,202506,0,,2025-06-16,1,41,
1000028334,202412,0,,2024-12-18,1,41,
1000028361,202312,0,,2023-12-30,1,41,
1000028381,202201,0,,2022-01-19,1,41,
1000028415,202603,0,,2026-03-03,1,41,
1000028416,202501,0,,2025-01-02,1,41,
1000028441,202503,0,,2025-03-08,1,41,
1000028466,202512,0,,2025-12-27,1,41,
1000028481,202603,0,,2026-03-13,1,41,
1000028485,202411,0,,2024-11-13,1,41,
1000028508,202301,0,,2023-01-27,1,41,
1000028509,202502,0,,2025-02-18,1,41,
1000028537,202310,0,,2023-10-13,1,41,
1000028573,202604,0,,2026-04-24,1,41,
1000028580,202306,0,,2023-06-26,1,41,
1000028581,202402,0,,2024-02-23,1,41,
1000028582,202308,1,2023-09-08,2023-08-07,1,41,202309
1000028582,202312,0,,2023-12-26,1,10,
1000028606,202403,1,2024-06-28,2024-03-16,1,41,202406
1000028615,202312,0,,2023-12-09,1,41,
1000028625,202512,0,,2025-12-18,1,41,
1000028629,202210,0,,2022-10-07,1,41,
1000028648,202507,0,,2025-07-04,1,41,
1000028650,202411,0,,2024-11-01,1,41,
1000028658,202411,0,,2024-11-05,1,41,
1000028664,202603,0,,2026-03-06,1,41,
1000028672,202209,0,,2022-09-29,1,41,
1000028677,202212,0,,2022-12-05,1,41,
1000028685,202407,0,,2024-07-05,1,41,
1000028686,202410,0,,2024-10-31,1,41,
1000028691,202512,0,,2025-12-11,1,41,
1000028742,202402,0,,2024-02-17,1,41,
1000028780,202408,0,,2024-08-17,1,41,
1000028845,202506,0,,2025-06-23,1,41,
1000028872,202407,0,,2024-07-10,1,41,
1000028874,202601,0,,2026-01-21,1,41,
1000028877,202304,1,2023-09-21,2023-04-15,1,41,202309
