V_BZNO|BAS_YM|FC_AM1|LA_INSP_KRW_AM1|FC_AM2|LA_INSP_KRW_AM2|FC_AM3|LA_INSP_KRW_AM3|FC_AM4|LA_INSP_KRW_AM4|LA_INSP_KRW_AM5|
가상_사업자번호|기준년월 |미국_외화|미국_원화|일본_외화|일본_원화|중국_외화|중국_원화|유럽_외화|유럽_원화|계_원화|
1000001288|202412|0|4342|0|150|0|1839|||6354|
1000001292|202112|1545476|1832|||||||1832|
1000001292|202212|1330149|1686|||||||1686|
1000001292|202312|1469827|1895|||||||1895|
1000001292|202412|1241573|1825|||||||1825|
1000001307|202112|42852776|50802|||||||50802|
1000001307|202212|38215349|48430|||||||48430|
1000001307|202312|53184736|68577|||||||68414|
1000001307|202412|55561283|81674|||||||81674|
1000001308|202112|925|1|||||||1|
1000001308|202312|||||||||0|
1000001308|202412|59652|88|||||||88|
1000001314|202112|608269|721|||||9424|13|734|
1000001314|202212|472181|599|2421416|23|||125512|170|792|
1000001314|202312|1128260|1455|||||||1455|
1000001314|202412|12263659|18027|||||115401|176|18203|
1000001315|202112|3155628|3741|||||||3741|
1000001315|202212|8430378|10684|||||||10684|
1000001315|202312|2504277|3229|||||||3229|
1000001315|202412|2651752|3898|||||||3898|
1000001317|202312|||||||||0|
1000001317|202412|||||||||0|
1000001325|202112|0|26035|||||||26157|
1000001325|202212|0|27063|||||||28862|
1000001325|202312|0|8908|||||||9881|
1000001325|202412|0|21758|||||||22315|
1000001333|202312|||||||||0|
1000001333|202412|||||||||0|
1000001336|202312|||||||||0|
1000001360|202112|0|541|||||||541|
1000001360|202212|0|1426|||||||1426|
1000001360|202312|0|60123|||||||60123|
1000001360|202412|0|670|||||||670|
1000001361|202312|||||||||0|
1000001361|202412|||||||||0|
1000001374|202112|1954493|2318|||||2455007|3295|5613|
1000001374|202212|1137227|1441|||15930000|2890|2585361|3493|7824|
1000001374|202312|1154524|1489|||4005000|724|3710754|5294|7507|
1000001374|202412|917455|1349|||7829400|1576|3597312|5499|8424|
1000001375|202112|627304|744|||||||744|
1000001375|202212|578946|734|||||||734|
1000001375|202312|296042|382|||||||382|
1000001375|202412|1448283|2129|||||||2129|
1000001377|202112|2409794|2857|||||92072|124|2981|
1000001377|202212|2470535|3131|||||125385|169|3300|
1000001377|202312|3157566|4072|||||40659|58|4130|
1000001377|202412|2566227|3772|||||2000|3|3775|
1000001379|202112|4275950|5069|14987020|155|||||5224|
1000001379|202212|6354566|8053|13858480|132|||||8185|
1000001379|202312|6530545|8420|6820040|62|||||8482|
1000001379|202412|5605271|8240|7929368|74|||||8314|
1000001385|202312|||||||||0|
1000001385|202412|||||||||0|
1000001390|202112|0|10552|0|120|||0|3248|13920|
1000001390|202212|1303521|1652|120000|1|65925|12|4842620|6543|8208|
1000001390|202312|1901974|2452|551663|5|30125|5|1642928|2344|4806|
1000001390|202412|3065233|4506|120000|1|197300|40|862100|1318|5865|
1000001394|202112|523457|621|||||||621|
1000001394|202212|778575|987|||||||987|
1000001394|202312|256889|331|||||||331|
1000001394|202412|677805|996|||||||996|
1000001402|202312|23173|30|||||1749|2|40|
1000001402|202412|||||||||11|
1000001405|202106|12194000|13779|||||||13779|
1000001405|202206|15089334|19509|||||||19509|
1000001405|202306|21143503|27757|||||1933|3|27760|
1000001405|202406|18178118|25253|||||||25254|
1000001405|202506|3640951|4939|||||||4939|
1000001409|202212|41750|53|||||||53|
1000001409|202312|||||||||0|
1000001409|202412|||||||||0|
1000001411|202112|0|12538|||||||12538|
1000001411|202212|0|1669|||||||1669|
1000001411|202312|0|50|||||||50|
1000001412|202112|1968237|2333|||1851600|345|||2678|
1000001412|202212|537462|681|||19880220|3607|||4288|
1000001412|202312|1174636|1514|||18253056|3301|||4815|
1000001412|202412|454795|668|||19032360|3831|||4499|
1000001417|202112|16698|20|||||2557|3|23|
1000001417|202212|16387|21|||||4308|6|27|
1000001417|202312|10750|14|||||4640|7|21|
1000001417|202412|20445|30|||||6225|10|40|
1000001430|202212|633802|803|||||||803|
1000001430|202312|262980|339|||||||339|
1000001430|202412|53000|78|||||||78|
1000001432|202112|2432487|2884|||||||2884|
1000001432|202212|1279961|1622|||||||1622|
1000001432|202312|11406|15|||||||15|
1000001432|202412|1116064|1641|||||||1641|
1000001439|202212|3138807|3978|39500|0|||1084659|1466|5690|
1000001439|202312|2163069|2789|||||880676|1256|4437|
1000001439|202412|4707543|6920|||||862921|1319|8457|
1000001440|202212|2891556|4008|||||||4008|
1000001440|202312|464637|602|||||||602|
1000001440|202412|123880|182|||||17800|7|189|
1000001452|202112|1631899|1935|62636783|645|40800|8|249081|334|2922|
1000001452|202212|3867232|4901|54800075|522|||147608|199|5622|
1000001452|202312|4564348|5885|41732087|381|||304596|435|6701|
1000001452|202412|2768224|4069|21540903|202|||117575|180|4451|
1000001457|202112|||249100|2|||||11|
1000001457|202212|||952000|9|||||18|
1000001457|202312|17713|23|12092947|110|||||153|
1000001461|202312|12248|16|||||||16|
1000001461|202412|||||||||0|
1000001462|202112|3605189|4274|||||8377|11|4285|
1000001462|202212|2909515|3687|||||75760|103|3791|
1000001462|202312|2379788|3068|||||2235|3|3071|
1000001462|202412|1065354|1566|||||1511|2|1568|
1000001467|202112|13904900|16484|||||||16484|
1000001467|202212|36656536|46455|||||||46455|
1000001467|202312|35493186|45765|||||||45765|
1000001467|202412|34427535|50608|||||||50608|
1000001468|202312|||||||||0|
1000001468|202412|||||||||0|
1000001473|202112|23295|28|||||||28|
1000001473|202212|1697880|2152|||218948|40|||2192|
1000001473|202312|2892678|3730|||211948|38|||3768|
1000001473|202412|1192490|1753|||702949|141|||1894|
1000001474|202112|313354250|371481|||||||371481|
1000001474|202212|306833968|388850|||||||388850|
1000001474|202312|307771|396840|||||129|184|397024|
1000001474|202412|302981705|445383|||||||445383|
1000001476|202112|2131013000|2526316|30000000000|309072|||6000|8|3085702|
1000001476|202212|2186739000|2771254|400000000|3813|||6000|8|3044136|
1000001476|202412|2222517000|3267100|||||||3267100|
1000001495|202112|609061|722|||||||722|
1000001495|202212|185610|235|||||||235|
1000001500|202312|||||||0|969|969|
1000001501|202312|||||||||0|
1000001501|202412|||||||||0|
1000001506|202312|14017|18|||||22371|32|50|
1000001506|202412|7797|11|||||27797|42|53|
1000001510|202112|3189706|3781|||||51000|68|3849|
1000001510|202212|2193995|2781|||||||2781|
1000001510|202312|0|319|||||0|4137|4456|
1000001510|202412|0|164|||||0|4102|4266|
1000001514|202112|846653|859|||||||859|
1000001514|202212|1438676|1823|||||||1823|
1000001514|202312|1326235|1710|||||||1710|
1000001514|202412|||||||||0|
1000001515|202212|214332|272|||||||272|
1000001515|202312|214332|276|||||||276|
1000001515|202412|214332|315|||||||315|
1000001523|202112|5507000|6528|6248000|64|||||6592|
1000001523|202212|3293000|4174|6248000|60|||486000|657|4891|
1000001523|202312|4266000|5501|201548000|1839|||972000|1387|8728|
1000001523|202412|5091000|7484|42598000|399|||||7883|
1000001526|202112|2849000|3377|||||||3377|
1000001526|202312|93100|120|||||||120|
1000001526|202412|17720|26|||||||26|
1000001528|202112|0|2682|0|3|||0|12|2697|
1000001528|202212|0|4704|||||||4704|
1000001528|202312|0|3324|0|25|||||3349|
1000001528|202412|0|4613|0|26|||||4669|
1000001528|202512|0|1360|0|30|||||1390|
1000001532|202112|446039|529|||||||529|
1000001532|202212|1279483|1621|||||||1626|
1000001532|202312|797478|1028|||||2837|4|1131|
1000001532|202412|475414|699|||||1733|3|823|
1000001534|202312|4954052|6388|||||||6388|
1000001547|202212|263496|334|||||||334|
1000001547|202412|4107|6|||||||6|
1000001557|202112|2093999|2482|||||||2482|
1000001557|202212|1150271|1458|||||||1458|
1000001557|202312|1211371|1562|||||||1562|
1000001557|202412|1219671|1793|||||||1793|
1000001561|202112|3370110|3370|||||||3370|
1000001561|202212|1052593|1334|||||||1334|
1000001561|202312|1954467|2520|||||||2520|
1000001561|202412|2214173|3255|||||||3255|
1000001562|202112|||||||85491|115|115|
1000001562|202212|||||||56251|76|76|
1000001562|202312|85017|110|||||76345|109|219|
1000001562|202412|||||||51788|76|76|
1000001563|202312|||||||||0|
1000001563|202412|||||||||0|
1000001565|202112|1882532|2231|||||||2231|
1000001565|202212|2104856|2668|||||||2668|
1000001565|202312|||||||||0|
1000001565|202412|||||||||0|
1000001567|202112|0|637|||||||637|
1000001567|202212|0|179|||||||179|
1000001567|202312|0|167|||||||167|
1000001567|202412|0|548|||||||548|
1000001571|202312|||||||||0|
1000001571|202412|||||||||0|
1000001576|202312|||||||||0|
1000001576|202412|||||||||0|
1000001579|202112|7087146|8402|||||||8402|
1000001579|202212|2792344|3539|||||||3539|
1000001579|202312|4750048|6125|||||||6125|
1000001579|202412|0|5631|||||||5631|
1000001583|202312|||3171959|3030|||||3030|
1000001585|202112|0|5566|||||0|618|6184|
1000001585|202212|0|12034|||||0|1232|13266|
1000001585|202312|0|10474|||||0|1035|11509|
1000001585|202412|0|12403|||||0|1181|13584|
1000001589|202112|9025937|10700|||534662|100|41141|55|10855|
1000001589|202212|10515812|14548|||9958140|1807|||16355|
1000001589|202312|6983351|9004|||194735|35|41094|59|9098|
1000001589|202412|3943877|5797|||358850|72|371477|568|6437|
1000001594|202112|1392339|1651|||||7905|11|1662|
1000001594|202212|894201|1133|||||||1133|
1000001594|202312|688368|894|||||451|1|895|
1000001594|202412|976114|1435|||||||1435|
1000001597|202112|0|8989|0|399|||0|570|10171|
1000001597|202212|0|11610|0|1023|||0|542|13399|
1000001597|202312|0|15272|0|612|||0|1427|17564|
1000001597|202412|0|27052|0|1553|||0|669|29882|
1000001598|202112|6763735|8018|||||||8018|
1000001598|202212|5358376|6791|||||||6791|
1000001598|202312|5624191|7252|||||||7252|
1000001598|202412|8463372|12442|||||||12442|
1000001601|202112|180|0|6340000|65|||400|1|66|
1000001601|202212|180|0|6340000|60|||400|1|61|
1000001601|202312|11095180|14306|40000|0|226500|41|231126|330|14677|
1000001601|202412|10995180|16163|40000|0|153000|31|19683|30|16224|
1000001604|202112|24803680|29405|||||||29405|
1000001604|202212|0|35100|||||||35100|
1000001604|202312|0|37753|||||||37753|
1000001604|202412|0|35979|||||||35979|
1000001606|202112|2544032|3016|||||||3016|
1000001606|202212|2161697|2740|||||||2740|
1000001606|202312|418166|539|||||||539|
1000001606|202412|910159|1338|||||||1338|
1000001613|202112|0|3738|||||0|482|7072|
1000001613|202212|0|983|||||0|3132|11759|
1000001613|202312|0|1218|||||||4981|
1000001613|202412|0|75|||||||75|
1000001617|202212|1297953|1645|||||42513|57|1702|
1000001617|202312|1238967|1598|||||388753|555|2153|
1000001617|202412|878040|1290|||||13227|20|1310|
1000001618|202212|0|31683|||||||31683|
1000001618|202312|0|68|||||||68|
1000001618|202412|0|688|||||||688|
1000001633|202112|487155|578|||||||578|
1000001633|202212|884526|1122|||||||1122|
1000001633|202312|999344|1289|||||||1289|
1000001633|202412|993847|1461|||||||1461|
1000001635|202112|7839882|9294|||||||9294|
1000001635|202212|2949831|3738|||||||3738|
1000001635|202312|5921654|7635|||||||7635|
1000001635|202412|5185680|7623|||||||7623|
1000001643|202112|0|455|0|137|||||592|
1000001643|202212|||0|5|||||5|
1000001643|202412|0|12|0|23|||||35|
1000001649|202112|13110298|15543|||258832|48|||15591|
1000001649|202212|15296660|19386|||276542|50|75178|102|19538|
1000001649|202312|10460456|13488|||308434|56|||13544|
1000001649|202412|21747342|31969|||330972|67|||32036|
1000001652|202312|||||||||0|
1000001652|202412|||||||||0|
1000001653|202112|140149|166|||||527245|842|1008|
1000001653|202212|146611|185|15783|150|||280645|379|714|
1000001653|202312|144376|187|16298928|16|||343367|490|693|
1000001653|202412|215046|349|3545752|33|||245765|376|758|
1000001654|202112|91186|108|||||||108|
1000001654|202212|67707|86|||||||86|
1000001654|202312|14773|19|||||||19|
1000001654|202412|||||||||0|
1000001659|202112|1114347000|1321059|||||||1321093|
1000001659|202212|1307944000|1657557|||||||1657557|
1000001660|202112|2663778|3158|||||||3158|
1000001660|202212|5998114|7601|||||||7601|
1000001660|202312|4591403|5920|||||||5920|
1000001660|202412|4165801|6124|||||||6124|
1000001661|202112|111352|132|||||||132|
1000001661|202212|3109|4|||||||4|
1000001663|202212|85740|109|||||||109|
1000001666|202112|384562|456|||||||456|
1000001666|202212|578273|733|||||||733|
1000001666|202312|0|281|||||||281|
1000001666|202412|0|844|||0|248|||1092|
1000001671|202112|81633|97|||||||97|
1000001671|202212|399319|506|||||||506|
1000001671|202312|180600|233|||||||233|
1000001671|202412|113014|166|||||||166|
1000001672|202312|29000|38|||||||747|
1000001672|202412|||||||||992|
1000001677|202112|15134669|17942|||||||17942|
1000001677|202212|11089599|140654|||||||140654|
1000001677|202312|9854004|12706|||||||12706|
1000001677|202412|6986702|10270|||||||10270|
1000001679|202112|0|40669|||||||40669|
1000001679|202212|0|20022|||||||20022|
1000001679|202312|0|11223|||||||11223|
1000001679|202412|0|5257|||||||5257|
1000001688|202112|0|34612|||||||34615|
1000001688|202212|0|30680|||||||30680|
1000001688|202312|23300541|30043|||||||30043|
1000001688|202412|0|31042|||||||31042|
1000001690|202112|1386189|1643|||||||1643|
1000001690|202212|1551125|1966|||||||1966|
1000001690|202312|579420|747|||||||747|
1000001690|202412|379480|558|||||||558|
1000001694|202312|||||||||0|
1000001694|202412|||||||||0|
1000001696|202212|649108|823|||||35001|47|870|
1000001696|202312|||||||||0|
1000001696|202412|||||||||0|
1000001699|202112|784095|929|5730279|59|||171831|231|1219|
1000001699|202212|1209417|1533|32797716|313|||||1846|
1000001699|202312|345785|446|63031827|575|||156469|223|1244|
1000001699|202412|169168|249|33892345|17|||161120|246|512|
1000001715|202112|1281013|1519|||8411852|1567|||3086|
1000001715|202212|1281013|1623|||30385857|5513|||7136|
1000001715|202312|1281013|1652|||28756760|5200|||6852|
1000001715|202412|300694|442|||1546958|311|||753|
1000001716|202306|1246859|1637|||||1955867|2790|4427|
1000001716|202406|237693|1637|||||1509260|2790|4427|
1000001716|202506|||||||987769|1572|1572|
1000001719|202112|490609|581|||||||581|
1000001719|202212|490609|621748|||||||621748|
1000001719|202312|490609|633|||||||633|
1000001719|202412|93849|138|||||||138|
1000001721|202112|10468|12|||||||12|
1000001721|202212|6295|8|||||||8|
1000001721|202312|||||||||0|
1000001721|202412|6951|10218|||||||10218|
1000001725|202112|13583315|16102|||||||16102|
1000001725|202212|4077652|5168|||||||5168|
1000001725|202312|2638666|3402|||||||3403|
1000001725|202412|5672864|8340|||||||8341|
1000001731|202112|0|949649|0|325166|||0|14999|1289814|
1000001731|202212|0|1031879|0|300832|||0|10212|1342923|
1000001731|202312|0|1031397|0|318217|||0|10813|1360427|
1000001731|202412|0|1181755|0|198869|||0|11042|1391666|
1000001731|202512|0|1174374|0|183027|||0|12926|1370327|
1000001732|202103|871912|988|||||||988|
1000001732|202203|1362191|1649|||||||1649|
1000001732|202303|1234500|1610|||||||1610|
1000001732|202403|1160484|1563|||||||1563|
1000001732|202412|6360491|9350|||||||9350|
1000001742|202112|320000|379|||||||379|
1000001742|202212|335000|425|||||||425|
1000001742|202312|424000|547|||||||547|
1000001742|202412|403000|592|||||||592|
1000001748|202112|1402502|1663|1881619|19|1063|0|95108|128|1865|
1000001748|202212|5655183|7167|42850095|408|181|0|665569|899|9478|
1000001748|202312|6355980|8196|73850508|674|100419|18|766233|1093|11232|
1000001748|202412|4730318|6954|52640496|493|90793|18|634676|970|16165|
1000001755|202112|144500|171|||||||239|
1000001755|202312|263814|340|3500000|32|||4322665|6167|6539|
1000001755|202412|430354|633|||4433222|892|4246447|6492|8017|
1000001756|202312|||||||||0|
1000001757|202112|12400705|14687|||||||14687|
1000001757|202212|12595835|15962|||||||15962|
1000001757|202312|17130803|22088|||||||22088|
1000001757|202412|5017294|7375|||||||7375|
1000001761|202112|4038|5|||||||5|
1000001761|202212|4038|5|||||||5|
1000001761|202312|250836|323|||||||323|
1000001761|202412|306572|450|||||||450|
1000001763|202112|3182408|3773|||||||3773|
1000001763|202212|4421890|5604|||||||5604|
1000001763|202312|3416729|4406|||||||4406|
1000001763|202412|4276723|6287|||||||6287|
1000001764|202112|2204945|2613|93500000|964|||||3577|
1000001764|202212|3125340|3961|71500000|682|||||4643|
1000001764|202312|1893020|2441|||||||2441|
1000001764|202412|4139324|6085|||||||6085|
1000001766|202112|566649|672|||||||672|
1000001766|202212|855393|1084|||||||1084|
1000001766|202312|614464|792|||||||792|
1000001766|202412|362048|532|||||||532|
1000001772|202412|||||||||0|
1000001774|202112|||||||6283798|8435|8435|
1000001774|202212|||||||6313098|8530|8530|
1000001774|202312|||||||5174098|7381|7381|
1000001774|202412|||||||4997698|7640|7640|
1000001783|202312|||||||||0|
1000001783|202412|2781|4|||||||4|
1000001788|202112|3485934|4107|||||||4107|
1000001788|202212|2385999|3024|||||||3024|
1000001788|202312|2700715|3482|||||||3482|
1000001788|202412|2693664|3960|||||||3960|
1000001790|202112|0|29418|||||||29418|
1000001790|202212|0|1|||||||1|
1000001790|202312|0|33022|0|46|||||33068|
1000001790|202412|0|36360|||||||36360|
1000001795|202112|168985|200|||||||200|
1000001795|202312|||84510216|771|||||771|
1000001795|202412|1410600|2074|||||||2074|
1000001796|202112|10163553|12049|||||||12049|
1000001796|202212|5571204|7060|||||||7060|
1000001796|202312|4457144|5747|||||||5747|
1000001796|202412|4600304|6763|||||||6763|
1000001801|202112|2418218|2867|100200102|1033|198750|37|350520|471|4408|
1000001801|202212|1181630|1497|67292363|641|416600|76|309259|418|2632|
1000001801|202312|2343480|3022|20857478|190|||20667|30|3242|
1000001801|202412|1810824|2662|46945708|440|||3350|5|3107|
1000001802|202212|0|223|0|58|||0|174|455|
1000001807|202112|0|5|||||||5|
1000001809|202112|121450|144|||||||144|
1000001809|202212|135289|172|||||||172|
1000001809|202312|139544|181|||||||181|
1000001809|202412|141090|207|||||||207|
1000001819|202112|0|769|0|488|||||1257|
1000001819|202212|0|428|0|259|||||687|
1000001819|202312|0|351|0|1497|||||1848|
1000001819|202412|0|247|0|2781|||||3028|
1000001822|202112|4634553|5495|||||||5495|
1000001822|202212|10736867|13607|||||||13607|
1000001822|202312|5018750|6471|||||||6471|
1000001822|202412|44417053|65292|||||||65292|
1000001833|202112|0|3|0|63|||||66|
1000001833|202212|3004|4|10028979|96|||||100|
1000001833|202312|3004|4|5622329|51|||||55|
1000001833|202412|0|4|0|54|||||58|
1000001840|202112|579481|687|||||||687|
1000001840|202212|435895|552|||||2440900|3298|3850|
1000001840|202312|257913|333|||||||333|
1000001840|202412|257913|379|||||670000|1024|1403|
1000001844|202112|130014000|154132|72000|1|||48245000|64761|229791|
1000001844|202212|303189000|384231|165000|2|||61096000|82553|472008|
1000001844|202312|382516000|493216|||||158552000|226189|731219|
1000001844|202412|0|441|0|11|||0|146|611|
1000001845|202112|0|72844|0|103183|||0|106039|282066|
1000001845|202212|0|49740|0|95503|||0|82850|228093|
1000001853|202112|568524|674|||||||674|
1000001853|202212|11684008|14807|||||||14807|
1000001853|202312|||||||||0|
1000001853|202412|||71088742|666|||||666|
1000001856|202112|0|635987|||||||635987|
1000001856|202212|0|471668|||||||471668|
1000001856|202312|0|661710|||||||661710|
1000001856|202412|0|597657|||||0|13670|611327|
1000001859|202112|1222917|1450|||||4328|6|1456|
1000001859|202212|986591|1250|||||5666|8|1258|
1000001859|202312|1147792|434|||||15078|21|455|
1000001859|202412|1175714|1728|||||7689|12|1740|
1000001862|202112|435641|516|166195110|1712|||||2228|
1000001862|202212|4287055|5433|188697948|1799|||||7232|
1000001862|202312|992891|1280|60864256|556|||||1836|
1000001862|202412|872201|1282|47940263|449|||||1731|
1000001867|202212|0|210|0|2|||||212|
1000001867|202312|0|186|||||||186|
1000001867|202412|0|679|0|28|0|3|||710|
1000001873|202112|0|26|0|10|0|9|0|7|109|
1000001873|202212|0|40|0|13|0|8|0|18|118|
1000001873|202312|0|24|0|10|0|1|0|20|98|
1000001873|202412|0|39|0|12|0|12|0|28|203|
1000001876|202112|14079424|16691|196234696|2022|||3979092|5341|24054|
1000001876|202212|19870171|25182|107685489|1026|||5765881|7790|34026|
1000001876|202312|22200000|28625|146800|1|||318647|455|29118|
1000001876|202412|20477450|30102|||||7950299|12153|42294|
1000001885|202510|||||||||0|
1000001890|202112|0|67446|||0|269|0|249|68075|
1000001890|202212|0|56607|||0|485|0|644|57775|
1000001890|202312|0|13114|||0|699|0|801|14614|
1000001890|202412|0|5695|||0|588|0|910|7193|
1000001898|202112|||2120000|22|580999|108|||130|
1000001898|202212|||2300000|22|368065|67|66|0|89|
1000001898|202312|||7430000|68|400574|72|||140|
1000001898|202412|1071|2|||311896|63|||65|
1000001902|202112|121195|144|16224034|167|32069|28|||339|
1000001902|202212|445136|564|6411609|61|||||661|
1000001902|202312|2627853|3388|||74200|14|||3507|
1000001902|202412|9144443|13442|15100000|141|5405000|1088|||14784|
1000001906|202112|6923535|8208|||||||8208|
1000001906|202212|6123495|7760|||||||7760|
1000001906|202312|1562293|2014|||||||2014|
1000001906|202412|||||||||0|
1000001911|202112|5576645|6611|||||2784323|3737|10348|
1000001911|202212|11019326|13965|||||2796243|3778|17743|
1000001911|202312|6702446|8642|||||2630606|3753|12395|
1000001911|202412|5227809|7685|||||4309571|6589|14274|
1000001915|202112|0|347|||||||347|
1000001915|202212|0|23|||||||23|
1000001915|202312|0|2|||||||2|
1000001917|202112|2644916|3135|||||||3135|
1000001917|202212|2864373|3630|||||||3630|
1000001917|202312|3072649|3962|||||||3962|
1000001917|202412|4652085|6838|||||41778|64|6902|
1000001919|202412|5404242|7945|||||||7945|
1000001920|202112|180343|214|||||||214|
1000001920|202212|256343|325|||||||325|
1000001920|202312|293762|379|||||||379|
1000001920|202412|23900|35|||||||35|
1000001923|202312|||||||||0|
1000001923|202412|||||||||0|
1000001927|202112|1575455|1868|||||||1868|
1000001927|202212|1312069|1663|14216773|135|||||1798|
1000001927|202312|1881257|2426|||||135990|194|2620|
1000001927|202412|1931228|2839|151662350|1420|||124810|191|4450|
1000001937|202312|||||||||0|
1000001937|202412|||||||||0|
1000001944|202312|5808|7|||||||7|
1000001944|202412|41351|61|||||||61|
1000001946|202112|380372|451|||||||451|
1000001946|202212|365882|463|||||||463|
1000001946|202312|196896|254|||||||254|
1000001946|202412|25296|38|||||||38|
1000001948|202112|0|4448|||||||4495|
1000001948|202212|0|15874|||||||15899|
1000001948|202312|0|16013|||||||16015|
1000001948|202412|0|29814|||||||39605|
1000001949|202412|0|3|||||||3|
1000001950|202112|2192688|2599|||15510595|2889|||5488|
1000001950|202212|1464280|1856|||18235474|3309|||5165|
1000001950|202312|3330971|4295|||28648631|5181|||9476|
1000001950|202412|2322699|3414|||62090462|12143|||15557|
1000001954|202112|12525047|14849|||||||14849|
1000001954|202212|12025008|15239|||||||15239|
1000001954|202312|6287829|8108|5742800|52|||151139|216|8376|
1000001954|202412|5986920|8801|2593008|24|||12774|20|8845|
1000001961|202112|0|1042|||||0|593|1662|
1000001961|202212|0|1460|||0|21|0|330|1884|
1000001961|202312|0|5315|||||0|111|5454|
1000001961|202412|0|49115|||||0|93|49208|
1000001963|202112|17511329|20760|||||7428974|9973|31568|
1000001963|202212|18857024|23898|||||9310762|12581|40725|
1000001963|202312|27298380|35199|||||9328410|13308|49984|
1000001963|202412|79303711|116577|||||20710278|31661|148447|
1000001976|202212|||||||||0|
1000001976|202312|||||||||0|
1000001976|202412|||||||||0|
1000001980|202112|8792747|10424|59661645|615|441667|82|||11121|
1000001980|202212|5237382|6638|56951004|543|863224|157|||7338|
1000001980|202312|5204883|6711|75528760|689|460946|83|||7483|
1000001980|202412|461475|678|346595311|3246|||||3924|
1000001989|202312|||||||||0|
1000001993|202112|1794417|2128|||||1800|2|2130|
1000001993|202212|1283635|1626|||||||1626|
1000001993|202312|1021848|1317|||||||1317|
1000001993|202412|1054189|1549|||||2500|4|1553|
1000002001|202112|14098|17|82502758|850|173|0|515547|692|1559|
1000002001|202212|6208|8|30516714|291|||376435|509|808|
1000002001|202312|441721|569|27140878|248|1806965|327|272858|389|1533|
1000002001|202412|654134|961|48654195|456|3342030|672|652126|997|3086|
1000002006|202312|||||||||0|
1000002006|202412|||||||||0|
1000002009|202112|0|368|0|4|||0|983|1479|
1000002009|202212|0|649|0|6|||0|926|2887|
1000002009|202312|0|2379|0|5|||0|2203|7329|
1000002009|202412|0|654|0|6|||0|338|2619|
1000002012|202312|||||||||0|
1000002012|202412|||||||||0|
1000002014|202112|684546|811|||||43989|59|870|
1000002014|202212|422737|536|||||||536|
1000002014|202312|207307|267|||||||267|
1000002014|202412|66563|98|||||||98|
1000002016|202103|18768626|21206|||||||21946|
1000002016|202203|29626186|35915|||||||35915|
1000002016|202303|28384327|37008|||||||37008|
1000002016|202403|39595429|53327|||||||53327|
1000002019|202112|24372|29|||95495|18|||47|
1000002019|202212|7722|10|||80229|15|||25|
1000002019|202312|10877|14|||||||14|
1000002031|202112|630416|748|||||||748|
1000002031|202212|2329767|2953|||||||2953|
1000002031|202312|4378439|5645|||||||5645|
1000002031|202412|6086820|8947|||||||8947|
1000002037|202112|10258|12|||29763|6|||18|
1000002037|202212|30764|39|||||||39|
1000002037|202312|37366|48|||||||48|
1000002037|202412|80052|118|||||2300|4|122|
1000002040|202112|11457511|13583|||||||13583|
1000002040|202212|0|29974|||||||29974|
1000002040|202312|0|31631|||||||31631|
1000002040|202412|0|31585|||||||31585|
1000002043|202112|2141042|2538|||||57974|78|2616|
1000002043|202212|1171456|1485|||||||1485|
1000002043|202312|1495263|1928|||||||1928|
1000002043|202412|2093173|3077|||||43386|66|3143|
1000002046|202312|||||||||0|
1000002046|202412|||||||||0|
1000002048|202112|910446|1079|||||||1079|
1000002048|202212|2458222|3115|||||||3115|
1000002048|202312|826777|1066|||||||1066|
1000002048|202412|1333908|1961|||||||1961|
1000002051|202312|2081722|2684|11628233|106|||16914|24|2889|
1000002051|202412|538284|791|2271849|21|||45445|69|939|
1000002053|202212|38221|48|||745959|135|||183|
1000002053|202312|479033|618|||1859377|336|||954|
1000002053|202412|183323|269|||428944|86|||355|
1000002055|202112|1435135|1701|||||3994231|5362|7063|
1000002055|202212|4740874|6008|||||3955491|5345|11353|
1000002055|202312|12034754|15517|||||3955491|5643|21160|
1000002055|202412|11417507|16934|||||3955491|6047|22981|
1000002056|202312|||||||||0|
1000002056|202412|||||||||0|
1000002062|202112|59785|71|||||||71|
1000002062|202312|||||||||0|
1000002062|202412|||||||||0|
1000002063|202112|10238557|12138|||||||12138|
1000002063|202212|11672402|14793|||||||14793|
1000002063|202312|10926800|14089|||||||14089|
1000002063|202412|7344726|10796|||||||10796|
1000002064|202212|||||||||0|
1000002064|202312|||||||||0|
1000002064|202412|||||||||0|
1000002071|202212|||||||||0|
1000002071|202312|||||||||0|
1000002071|202412|||||||||0|
1000002078|202112|1090029|1292|||||284000|381|1673|
1000002078|202212|2223215|2817|||||208888|282|3099|
1000002078|202312|5035674|6493|||||4308|6|6499|
1000002078|202412|1667378|2451|||||15782|24|2475|
1000002079|202112|5579978|6615|||||||6615|
1000002079|202212|26575790|33680|||||658683|890|34570|
1000002079|202312|24111222|31089|6608000|60|||161510|230|31379|
1000002079|202412|17751537|26095|||||59463|91|26186|
1000002087|202112|5154032|6110|17562|181|||||6291|
1000002087|202212|4571864|5794|18752760|179|||||5973|
1000002087|202312|5751731|7416|21261520|194|||||7610|
1000002087|202412|2749490|4042|21975660|206|||||4248|
1000002088|202412|0|394|0|75|||||469|
1000002089|202112|208108|247|||||||247|
1000002089|202212|340969|432|||||||432|
1000002089|202312|421479|543|||||||543|
1000002089|202412|173598|255|||||||255|
1000002092|202112|3126174|3706|||||||3706|
1000002092|202212|2192159|2778|||||||2778|
