V_BZNO|BAS_YM|FC_AM1|LA_INSP_KRW_AM1|FC_AM2|LA_INSP_KRW_AM2|FC_AM3|LA_INSP_KRW_AM3|FC_AM4|LA_INSP_KRW_AM4|LA_INSP_KRW_AM5|
가상_사업자번호|기준년월 |미국_외화|미국_원화|일본_외화|일본_원화|중국_외화|중국_원화|유럽_외화|유럽_원화|계_원화|
1000017060|202312|2894042|3732|5560866|51|||303801|433|4235|
1000017060|202412|2155855|3169|8458655|79|||222168|340|3646|
1000017061|202112|7234489|8576|||||||8576|
1000017061|202212|43045|55|||||||55|
1000017061|202312|3088318|3982|||||||3982|
1000017061|202412|644435|947|||||||947|
1000017066|202112|84373|100|||||||100|
1000017066|202212|127707|162|||||||162|
1000017066|202312|127449|164|||||||164|
1000017066|202412|68047|100|2188000|20|||||120|
1000017070|202312|||||||||0|
1000017070|202412|||||||||0|
1000017071|202112|327358|388|||204636|38|2037778|2735|3161|
1000017071|202212|129566|164|||356558|65|1518611|2052|2281|
1000017071|202312|201925|260|||180544|33|2254548|3216|3509|
1000017071|202412|5311463|7808|||636628|128|2423233|3704|11640|
1000017073|202312|||||||||0|
1000017073|202412|||||||||0|
1000017080|202112|541596|642|||||612|1|643|
1000017080|202212|801717|1016|||||612|1|1017|
1000017080|202312|858319|1107|||||612|1|1108|
1000017080|202412|911432|1340|||||612|1|1341|
1000017085|202312|||||||||0|
1000017085|202412|||||||||0|
1000017091|202312|||||||||0|
1000017091|202412|||||||||0|
1000017098|202312|||||||||0|
1000017098|202412|||||||||0|
1000017100|202312|||||||||0|
1000017100|202412|||||||||0|
1000017105|202312|||||||||0|
1000017105|202412|||||||||0|
1000017109|202312|||||||||0|
1000017111|202312|3875|5|||2979|1|3439|5|11|
1000017111|202412|||||||||0|
1000017119|202112|||793143500|8171|||||8171|
1000017119|202212|1072610|1359|1107239625|10554|||||11913|
1000017119|202312|||1479717205|13505|||||13505|
1000017119|202412|||1332213000|12476|||||12476|
1000017126|202312|||||||||0|
1000017137|202312|115574|149|||||||149|
1000017137|202412|598096|879|||||||879|
1000017147|202312|||||||||0|
1000017147|202412|||||||||0|
1000017154|202112|||1735400|18|||||18|
1000017154|202212|322257|408|||||||408|
1000017154|202312|||||||||0|
1000017154|202412|||||||||0|
1000017163|202112|2443305|2897|79326526|817|||2915|4|3718|
1000017163|202212|722426|916|20986604|200|||104|0|1116|
1000017163|202312|992818|1280|13778500|126|||||1406|
1000017163|202412|428718|783|13266500|124|||||907|
1000017170|202312|||||||||0|
1000017170|202412|||||||||0|
1000017173|202112|578568|686|836825804|8621|||||9307|
1000017173|202212|||836703700|7975|||||7975|
1000017173|202312|71355|92|836703700|7637|||||7729|
1000017173|202412|||836703700|7835|||||7835|
1000017184|202412|121600|179|||||||179|
1000017190|202112|5225803|6195|||||||6195|
1000017190|202212|5377035|6814|||||||6814|
1000017190|202312|2543208|3279|||||||3279|
1000017190|202412|2158883|3173|||||||3173|
1000017202|202212|0|296|||||||296|
1000017202|202312|0|331|||||||331|
1000017202|202412|0|202|||||||202|
1000017207|202112|322286|351|||||||351|
1000017207|202212|2389390|3028|||||||3028|
1000017207|202312|2389390|3081|||||||3081|
1000017207|202412|2389390|3512|||||||3512|
1000017212|202112|6937188|8|||||||8|
1000017212|202212|8443798|11825|131733022|132|||||11957|
1000017212|202312|16323358|21048|35742790|326|||||21374|
1000017212|202412|15733263|23128|11557541|108|||||23236|
1000017231|202112|||453550000|4673|||||4673|
1000017231|202212|||453550000|4323|||||4323|
1000017231|202312|||453550000|4139|||||4139|
1000017231|202412|||407000000|3811|||||3811|
1000017240|202112|419816|498|||||||498|
1000017240|202212|279255|359|||||||359|
1000017240|202312|713911|921|||||||921|
1000017240|202412|676041|994|||||||994|
1000017244|202212|729236|924|||||||924|
1000017244|202512|940888|1350|||||||1350|
1000017245|202112|||||2516657|469|||469|
1000017245|202212|138000|175|||175412|939|||1114|
1000017245|202312|343224|443|||4368000|790|||1233|
1000017245|202412|307071|451|||4868000|980|||1431|
1000017251|202112|||||||0|43|43|
1000017262|202112|495600|588|||||||588|
1000017262|202312|||||||||0|
1000017262|202412|||||||||0|
1000017263|202112|824940|978|||||||978|
1000017263|202212|5221977|6618|||||||6618|
1000017263|202312|5629264|7259|||||||7259|
1000017263|202412|3522556|5176|||||||5176|
1000017283|202112|4100000|4969|357000000|3678|||||8647|
1000017283|202212|5100000|6463|257000000|2450|||||8913|
1000017283|202312|4376000|5642|257000000|2346|||||7988|
1000017283|202412|3250000|4478|257000000|2407|||||6885|
1000017285|202312|||||||||0|
1000017285|202412|||||||||0|
1000017292|202212|2220443|2814|||||||2814|
1000017292|202312|2713517|3499|||||||3499|
1000017292|202412|1167629|1717|||||||1717|
1000017295|202112|1000000|1186|||||||1186|
1000017295|202212|1101168|1396|||||||1396|
1000017295|202312|1000000|1289|||||||1289|
1000017295|202412|1000000|1470|||||||1470|
1000017298|202212|7989276|10125|||||130764|177|10302|
1000017298|202312|4103602|5292|||||5014|7|5299|
1000017298|202412|2544274|3740|||||||3740|
1000017300|202112|63466780|75239|||||5258558|7059|82298|
1000017300|202212|99310457|125856|||||32467911|43871|169727|
1000017300|202312|86195749|111141|||||28804202|41092|152233|
1000017300|202412|71910438|105708|||||22795947|34849|140557|
1000017307|202312|||||||||0|
1000017307|202412|||||||||0|
1000017316|202312|||||||||0|
1000017316|202412|||||||||0|
1000017322|202212|573544|727|||||||727|
1000017322|202312|3255147|4197|||||||4197|
1000017322|202412|1675607|2463|||||||2463|
1000017323|202112|31184|37|||||||37|
1000017323|202312|||||||||0|
1000017323|202412|||||||||0|
1000017335|202312|||||||||0|
1000017335|202412|||||||||0|
1000017336|202112|||218128215|2247|||||2247|
1000017336|202212|||0|75|||||75|
1000017336|202312|||0|2417|||||2417|
1000017336|202412|||0|2215|||||2215|
1000017339|202112|130292|154|||||422868|568|722|
1000017339|202212|1524|2|454648|82|||480151|649|733|
1000017339|202312|809889|1044|||43000|8|912957|1302|2354|
1000017339|202412|130161|191|||896080|180|378042|578|949|
1000017354|202112|||3356880|35|||||35|
1000017354|202212|43979|56|10105292|96|||62896|85|237|
1000017354|202312|6664|9|873625|8|||473979|676|693|
1000017354|202412|2317|3|5747415|54|||345523|528|585|
1000017385|202112|2593405|3074|||||||3074|
1000017385|202212|1209699|1110|||||||1110|
1000017385|202312|898389|1158|||||||1158|
1000017385|202412|17590|26|||||||26|
1000017413|202312|||||||||0|
1000017413|202412|||||||||0|
1000017417|202112|||315000|3|||||3|
1000017417|202212|335|0|740000|7|||||7|
1000017417|202312|285|0|740000|7|||||7|
1000017417|202412|21441|32|1480000|14|||||46|
1000017435|202312|||||||||0|
1000017435|202412|||||||||0|
1000017444|202212|1094736|1387|||||||1387|
1000017444|202312|||||||||0|
1000017450|202312|||||||||0|
1000017450|202412|||||||||0|
1000017465|202112|7519005|8913|3951000|41|||892387|1198|10152|
1000017465|202212|9407929|11923|12569590|120|||372157|503|12546|
1000017465|202312|8493653|10952|2266000|21|||1118038|1595|12568|
1000017465|202412|4757944|6994|6573600|62|||1079849|1651|8707|
1000017486|202112|430454|510|||||||510|
1000017486|202212|3258002|4129|||||||4129|
1000017486|202312|296763|383|||||||383|
1000017486|202412|||||||||0|
1000017495|202112|37704|45|||||2453120|3293|3338|
1000017513|202112|37147487|44038|727267127|7492|||801438|1075|52707|
1000017513|202212|28027246|35519|472571456|4504|225260|41|212832|287|40448|
1000017513|202312|13647595|17597|23788207|2868|248423|45|156152|223|20811|
1000017513|202412|16691195|24536|331736191|3107|911510|183|357728|547|28712|
1000017516|202112|31236766|37031|||||||37031|
1000017516|202212|26073009|33042|||||||33042|
1000017516|202312|1205846|1554|||||||1554|
1000017516|202412|||||||||0|
1000017540|202112|251126|297|||||33316|45|342|
1000017540|202212|85999|109|||||6885|9|118|
1000017540|202312|47397|61|||||4169|6|67|
1000017540|202412|129445|190|||||6850|10|200|
1000017555|202312|||||||||0|
1000017555|202412|||||||||0|
1000017557|202112|779323|924|||||||924|
1000017557|202212|1267800|1607|||||||1607|
1000017557|202312|551797|711|145894610|1332|||||2043|
1000017557|202412|571001|839|109390747|1024|||||1863|
1000017579|202112|0|85131|||||0|3273|88602|
1000017579|202212|0|108640|||||0|3042|111871|
1000017579|202312|0|117521|||||0|2569|122809|
1000017579|202412|0|116581|||||0|1443|121526|
1000017580|202112|0|2937|0|48|0|443|0|560|3988|
1000017580|202212|0|2566|||0|873|0|416|3855|
1000017580|202312|0|1565|||0|458|0|199|2222|
1000017580|202412|0|5417|||0|654|0|156|6227|
1000017581|202112|0|771389|0|58|0|71|||771546|
1000017581|202212|0|667711|0|3623|0|200|||672735|
1000017581|202312|0|682324|0|6924|0|864|||691891|
1000017581|202412|0|776787|0|7490|0|746|||787569|
1000017611|202112|4133631|4900|||||||4900|
1000017611|202212|4127631|5231|||||||5231|
1000017611|202312|4127631|5322|||||||5322|
1000017611|202412|4122631|6060|||||||6060|
1000017613|202312|||||||||0|
1000017613|202412|||||||||0|
1000017656|202112|10444326|12378|||||||12378|
1000017656|202212|4061241|5147|||||||5147|
1000017656|202312|1000000|1289|||||||1289|
1000017656|202412|2881228|4235|||||||4235|
1000017689|202112|135695|161|||||12844|17|178|
1000017689|202212|407386|516|||||||516|
1000017689|202312|104205|134|||||||134|
1000017689|202412|236689|348|||||||348|
1000017691|202212|2052403|2601|||||||2601|
1000017732|202103|566799|642|||||||642|
1000017734|202112|5810407|6888|||||||6888|
1000017734|202212|7373329|9344|||399000|72|||9416|
1000017734|202312|5451161|7028|||345000|62|||7090|
1000017734|202412|6577785|9669|||||||9669|
1000017738|202312|||||||||0|
1000017738|202412|||||||||0|
1000017744|202312|1053071|1358|||||||1358|
1000017777|202312|129852|167|||||||167|
1000017789|202312|||||||||0|
1000017789|202412|||||||||0|
1000017829|202112|175211|208|||||||208|
1000017829|202212|580730|736|||||||736|
1000017829|202312|82295|106|||||||106|
1000017829|202412|1140554|1677|||||||1677|
1000017841|202412|||||||||0|
1000017878|202112|5797815|6873|||||||6873|
1000017878|202212|5225710|6622|||||||6622|
1000017878|202312|5250554|6770|||||||6770|
1000017878|202412|3600426|5293|||||||5293|
1000017885|202212|0|3|||||||3|
1000017914|202112|453198|537|||||||537|
1000017914|202212|3256696|4127|||||||4127|
1000017914|202312|3256696|4127|||||||4127|
1000017914|202412|493495|725|||||||725|
1000017918|202112|1331020|1578|||||||1578|
1000017918|202212|4089552|5183|||||||5183|
1000017918|202312|1624111|2094|||||||2094|
1000017971|202412|135191|207|3197195|30|||158686|233|470|
1000017973|202112|20071360|23795|||||||23795|
1000017973|202212|21039868|26664|||||||26664|
1000017973|202312|16098721|28487|650000|5932|||||34419|
1000017973|202412|32504114|47781|150000000|1405|||||49186|
1000017976|202112|11275396|13367|||||10590|14|13381|
1000017976|202212|6763787|8572|||||21180|29|8601|
1000017976|202312|2058141|2653|||||29130|42|2695|
1000017976|202412|4577129|6729|||||||7194|
1000018002|202312|||||||||0|
1000018002|202412|||||||||0|
1000018032|202312|||||||||0|
1000018032|202412|||||||||0|
1000018070|202112|22539595|26721|||||||26721|
1000018070|202212|18922580|14856|||||||14880|
1000018070|202312|14321168|18466|||||11650|17|18483|
1000018070|202412|20455672|30070|||||241794|370|30440|
1000018084|202112|1733000|2054|||||||2054|
1000018084|202212|6633000|8405|||54000|20|||8425|
1000018084|202312|6600000|8511|||73000|13|||8524|
1000018084|202412|7720000|11348|||732000|147|||11495|
1000018109|202112|703169|834|||||||834|
1000018109|202212|221947|282|||||128846|174|456|
1000018109|202312|943229|1216|||||115000|164|1380|
1000018109|202412|662493|974|||||368441|563|1537|
1000018124|202312|||||||||0|
1000018124|202412|||||||||0|
1000018131|202112|430566|510|||||||510|
1000018131|202212|676811|858|||||||858|
1000018131|202312|||||||||0|
1000018165|202112|15528399|18409|||||1239643|1664|20073|
1000018165|202212|32047381|40613|||||5693785|7693|48306|
1000018165|202312|48966190|63137|||||8378322|11952|75089|
1000018165|202412|31845288|46813|10229073|96|||3242684|4957|51866|
1000018173|202312|4606592|5939|||||||5939|
1000018173|202412|5922213|8705|||||||8705|
1000018208|202112|0|9699|0|15|||0|3285|13035|
1000018208|202212|0|10264|||||0|100|10364|
1000018208|202312|0|13759|||||0|3470|17229|
1000018208|202412|0|23914|||||0|1721|25726|
1000018209|202112|52859|63|||||||63|
1000018209|202312|||||||385200|550|550|
1000018209|202412|3451900|5074|1038000|10|||||5084|
1000018210|202112|0|313060|||||0|10910|323985|
1000018210|202212|0|311294|||||0|354|311648|
1000018210|202312|0|379310|||||||379310|
1000018210|202412|0|443943|0|2616|0|12|0|58415|505657|
1000018211|202112|0|45074|0|10009|||||55083|
1000018211|202212|0|45520|||||0|9313|54833|
1000018211|202312|0|14030|||0|12275|0|2478|28783|
1000018211|202412|0|5112|||0|23510|0|2406|31028|
1000018213|202312|75000|96|||||||96|
1000018213|202412|75000|110|||||||110|
1000018215|202112|||||||1896042|2545|2545|
1000018215|202212|0|1133|||||0|430|1563|
1000018215|202312|1184677|1528|||||826077|1178|2706|
1000018217|202312|0|118|||||||118|
1000018217|202412|0|803|||||||803|
1000018218|202112|95044252|112676|13460527|139|||419717|564|113379|
1000018218|202212|119357885|151262|18617740|178|||732618|990|152430|
1000018218|202312|88873643|114594|40180092|367|||881378|1257|116218|
1000018218|202412|101342549|148974|||||8187990|12517|161491|
1000018219|202112|9811316|11631|||||||11631|
1000018227|202312|||||||||0|
1000018227|202412|921499|1355|||||||1355|
1000018229|202112|11476095|13605|||||||13605|
1000018229|202212|7260032|9201|||||||9201|
1000018229|202312|6751729|4368|||||||4368|
1000018229|202412|3444379|5077|||||||5077|
1000018231|202112|158780|188|||||||188|
1000018231|202312|||||||||0|
1000018231|202412|||||||||0|
1000018232|202312|1646|2|||||||2|
1000018232|202412|14358|21|||22710|5|||26|
1000018234|202112|74000|88|693000|7|||||95|
1000018234|202212|27516000|34872|1155000|11|677000|123|||35006|
1000018234|202312|18133000|23380|||2915000|527|4000|5|23912|
1000018234|202412|1338000|1967|3245154000|30390|963000|194|||32551|
1000018235|202112|709096|841|||||99160|133|974|
1000018235|202212|387483|491|5324000|51|||98870|134|676|
1000018235|202312|298863|385|||||2451255|3497|3882|
1000018235|202412|295765|435|||||11098870|16967|17402|
1000018239|202312|0|93|||||||452|
1000018239|202412|0|95|||||||585|
1000018241|202112|14158868|16785|||||||16791|
1000018241|202212|12476280|15811|854640|8|||||16240|
1000018241|202312|14159912|18267|1074440|10|||||18279|
1000018241|202412|7950078|11687|1074440|10|||||11697|
1000018243|202312|||||||||0|
1000018243|202412|||||||||0|
1000018247|202312|||||||||0|
1000018247|202412|||||||||0|
1000018251|202112|173099|205|||||4226|5|210|
1000018251|202212|391552|497|||||||818|
1000018251|202312|127925|9053|||||||9305|
1000018251|202412|343591|505|||||||712|
1000018253|202112|426565|506|||||||506|
1000018253|202212|845445|1071|1340000000|12773|||||13844|
1000018253|202312|1127890|1454|1340000000|12230|||||13684|
1000018253|202412|149000|219|1340000000|12549|||||12768|
1000018257|202212|||6135000|58|||||58|
1000018257|202312|||490000|4|||||4|
1000018257|202412|||||||||0|
1000018258|202412|||||||||0|
1000018259|202112|669975|794|44484745|458|||||1252|
1000018259|202212|623731|814|||||||814|
1000018259|202312|||||||||0|
1000018259|202412|748479|1106|||||||1106|
1000018261|202312|||||||||0|
1000018261|202412|||||||||0|
1000018264|202212|||620000000|6387|||||6387|
1000018264|202312|||620000000|6029|||||6029|
1000018268|202112|0|125|||||||3126|
1000018268|202212|0|1|||||0|2|1447|
1000018268|202312|||||||0|2|769|
1000018268|202412|||||||||129|
1000018271|202112|847719|1005|||||||1005|
1000018271|202212|633916|804|||||||804|
1000018271|202312|334745|432|||||||432|
1000018271|202412|109431|161|||||||161|
1000018272|202312|||||||||0|
1000018272|202412|||||||||0|
1000018273|202312|||||||||0|
1000018273|202412|||||||||0|
1000018274|202112|||||||54648|73|73|
1000018274|202312|79200|102|||||||102|
1000018274|202412|||||||||0|
1000018278|202112|3150249|3735|||||11339|15|3750|
1000018278|202212|1191776|1510|39110121|373|||||1883|
1000018278|202312|1628379|2100|||||38084|54|2154|
1000018278|202412|3544691|5211|||||||5211|
1000018280|202112|106560|126|||||||126|
1000018280|202212|277514|352|||||||352|
1000018280|202312|266040|343|||||||343|
1000018280|202412|350632|515|||||||515|
1000018281|202312|||||||||0|
1000018281|202412|||||||||0|
1000018294|202112|2819502|3343|||||||3343|
1000018294|202212|1415668|1794|||||||1794|
1000018294|202312|1184928|1528|||||||1528|
1000018294|202412|1312716|1930|||||||1930|
1000018303|202112|5448450|6765|||||||6765|
1000018303|202212|11422681|14475|||||||14475|
1000018303|202312|6448798|8315|||||||8315|
1000018304|202312|658153|849|||||||849|
1000018304|202412|323741|476|||||||476|
1000018306|202312|||||||||0|
1000018306|202412|||||||||0|
1000018317|202312|||||||||0|
1000018317|202412|||||||||0|
1000018318|202112|2034933|2412|||||||2412|
1000018318|202212|2053683|2603|||||||2603|
1000018320|202112|80094310|94951|17258563|177|319682|59|8421643|11305|106492|
1000018320|202212|93621395|118646|||1435691|260|4107032|5549|124455|
1000018320|202312|110313051|142238|||1817937|329|5762167|8220|150787|
1000018320|202412|94614178|139083|1893000|18|||4352332|6654|146680|
1000018321|202312|||||||||0|
1000018321|202412|||||||||0|
1000018322|202212|275250|349|||||||349|
1000018322|202312|67656|87|||||||87|
1000018322|202412|323800|476|||||||476|
1000018323|202112|107797|128|||||||128|
1000018323|202212|334408|424|||||||424|
1000018323|202312|270189|348|||||||348|
1000018323|202412|272037|400|||||||400|
1000018325|202112|1705146|2021|38733540|399|65004|12|||2432|
1000018325|202212|7192377|9115|17991589|172|||1154|2|9289|
1000018325|202312|776986|1002|63256864|577|||942|1|1580|
1000018325|202412|1413102|2078|35184223|32949|||4967|8|35035|
1000018327|202112|1269146|1504|||||||1504|
1000018327|202212|977287|1238|||||||1238|
1000018327|202312|207496|238|||||||238|
1000018327|202412|877013|1289|||||||1289|
1000018328|202112|1687454|2000|||||||2000|
1000018328|202212|5087437|6447|||||||6447|
1000018328|202312|5455337|7034|||||||7034|
1000018328|202412|9517682|13991|||||||13991|
1000018329|202212|0|740|||||||740|
1000018330|202112|100165|119|||||||119|
1000018330|202212|39573|50|||||113530|153|203|
1000018330|202312|||||||||0|
1000018332|202112|134725|160|||||3768438|5058|5310|
1000018332|202212|32562|41|||||1351595|1827|1879|
1000018332|202312|16869|22|||||984204|1404|1500|
1000018332|202412|3233|5|||||849066|1298|1314|
1000018332|202512|142719|205|||||1437423|2423|2650|
1000018335|202212|586831|744|||||||744|
1000018335|202312|||||||||0|
1000018335|202412|||||||||0|
1000018336|202112|0|2515|||||||2515|
1000018336|202212|0|10002|||||||10002|
1000018336|202312|0|811|||||||811|
1000018336|202412|0|1089|||||||1089|
1000018337|202106|2709811|3058|||||||3058|
1000018337|202206|1779715|2316|||||||2316|
1000018337|202306|814375|1074|||||||1074|
1000018340|202112|507592|601|||||||601|
1000018340|202212|482829|612|||||||612|
1000018340|202312|482829|612|||||||612|
1000018341|202312|||||||||0|
1000018341|202412|||||||||0|
1000018342|202312|||||||||0|
1000018342|202412|||||||||0|
1000018343|202312|||||||||0|
1000018343|202412|||||||||0|
1000018346|202112|74460|88|||||||88|
1000018346|202312|6000000|7736|||||||7736|
1000018346|202412|6652800|9780|||||||9780|
1000018347|202112|1531333|1815|3242|33|||||1848|
1000018347|202212|4051280|5135|||||||5135|
1000018347|202312|4044291|5215|||||||5215|
1000018347|202412|5325202|7828|393560|4|||||7832|
1000018349|202312|||||||||0|
1000018349|202412|45000|66|||||||66|
1000018351|202312|||||||||0|
1000018351|202412|||||||||0|
1000018352|202112|2263116|2683|||||||2683|
1000018352|202212|3356696|4254|||||||4254|
1000018352|202312|3403891|4389|||||315641|450|4839|
1000018352|202412|2556006|3757|||||||3757|
1000018354|202112|251400|298|||||||298|
1000018354|202212|259270|329|||||||329|
1000018354|202312|229355|296|||||||296|
1000018354|202412|42560|63|||||||63|
1000018355|202112|0|38440|||||||38440|
1000018355|202212|0|44083|||||||44083|
1000018355|202312|0|43229|||||||43229|
1000018355|202412|0|58548|||||||58548|
1000018357|202112|3142910|3722|284355|6|||||3728|
1000018370|202312|||||||||0|
1000018370|202412|||||||||0|
1000018374|202312|||||||||0|
1000018374|202412|||||||||0|
1000018375|202112|143584|170|3383817|36|||||206|
1000018375|202212|325398|412|5549329|52|||||464|
1000018375|202312|123129|159|2798003|26|||||185|
1000018375|202412|135576|199|||||||199|
1000018379|202112|57518|68|161952000|1668|1262449|235|6124|8|1979|
1000018379|202212|22750|29|||1901085|345|10077|14|388|
1000018379|202312|65488|84|||576909|104|5944|8|196|
1000018379|202412|||||427956|86|29105|44|130|
1000018380|202312|||||||||0|
1000018380|202412|||||||||0|
1000018383|202312|||||||||0|
1000018383|202412|||||||||0|
1000018384|202312|||||||||0|
1000018395|202112|800000|948|2490240|26|||||974|
1000018395|202312|5328000|6583|||||||6583|
1000018395|202412|788900|1160|||||||1160|
1000018396|202312|||||||||0|
1000018396|202412|||||||||0|
1000018404|202112|0|2659|||0|583|0|35|3277|
1000018404|202212|0|2152|||0|572|0|392|3116|
1000018404|202312|0|3031|||||0|48|3079|
1000018404|202412|0|1507|||||0|129|1636|
1000018413|202112|2571003|3048|659808000|6798|||1316|2|9848|
1000018413|202212|43244|55|659808000|6289|||||6344|
1000018413|202312|||659808000|6022|||||6022|
1000018415|202112|2902866|3441|||||||3441|
1000018415|202212|2221250|2815|||||||2815|
1000018415|202312|2362568|3046|||||9188|13|3059|
1000018415|202412|2366804|3479|||||||3479|
1000018424|202112|95776|114|8699|2|||||116|
1000018424|202212|202184|256|7741|1|||||257|
1000018424|202312|761849|982|23302|4|||||986|
1000018424|202412|785216|1154|||||||1154|
1000018425|202312|||||||||0|
1000018425|202412|||||||||0|
1000018426|202112|67506|80|1788700|18|16840|3|||101|
1000018426|202212|54360|69|3773700|36|||||105|
1000018426|202312|34847|45|2961200|27|405050|73|||145|
1000018426|202412|16163|24|2300300|22|||||46|
1000018428|202312|231617|299|||||||299|
1000018428|202412|||||||||0|
1000018430|202112|309772|367|||||1281325|1720|2087|
1000018430|202212|366712|465|||||938581|1268|1733|
1000018430|202412|424986|625|||||59216|91|716|
1000018431|202112|63430|75|||||||75|
1000018431|202212|70463|89|||||||89|
1000018431|202312|55581|72|||||||72|
1000018431|202412|122417|180|||||||180|
1000018432|202312|||||||||0|
1000018432|202412|||||||||0|
1000018434|202412|||||||||0|
1000018441|202112|469765|557|||||||557|
1000018441|202212|112139|142|||||||142|
1000018441|202312|95470|123|||||||123|
1000018441|202412|192|0|||||||0|
1000018445|202312|||||||||0|
1000018445|202412|||||||||0|
1000018448|202112|0|84|0|45|||||129|
1000018448|202212|0|44|||||||44|
1000018448|202312|0|113|||||||113|
1000018451|202112|118422|159|||||||159|
1000018451|202212|||||||41566|56|56|
1000018451|202312|45540|65|||||||65|
1000018451|202412|||||||88147|135|135|
1000018455|202112|132609|157|||||||157|
1000018455|202212|570047|722|||||||722|
1000018455|202312|335165|432|||||||432|
1000018455|202412|461700|679|||||||679|
1000018456|202112|1641208|1946|||||||1946|
1000018456|202212|1437437|1821|||||||1821|
1000018456|202312|1427117|1840|||||||1840|
1000018456|202412|1426567|2097|||||||2097|
1000018462|202112|0|1112|||||0|528|1655|
1000018462|202212|0|1748|||||0|9937|11695|
1000018462|202312|0|2210|||||0|12226|14442|
1000018462|202412|0|1964|||||0|2291|4272|
1000018465|202312|||||||||0|
1000018465|202412|||||||||0|
1000018467|202312|||||||||0|
1000018467|202412|||||||||0|
1000018468|202112|280831|333|||||||333|
1000018468|202312|182256|235|||||||235|
1000018468|202412|359016|528|||||||528|
1000018487|202312|||||||||0|
1000018487|202412|||||||||0|
1000018489|202312|0|73|||||||73|
1000018496|202112|294837|350|100000000|1030|||73397|99|1479|
1000018496|202212|85989|109|100000000|953|||51299|69|1131|
1000018496|202312|110853|142|100000000|913|||||1055|
1000018499|202312|||||||||0|
1000018499|202412|||||||||0|
1000018503|202112|10540|12|||||2533|3|15|
1000018503|202212|21343|27|||||4641|6|33|
1000018503|202312|48672|63|||||16485|24|87|
1000018503|202412|53754|79|||||||79|
1000018507|202112|16140|19|||||||19|
1000018507|202212|16140|20|||||||20|
1000018507|202312|16140|20|||||||20|
1000018507|202412|16140|24|||||||24|
1000018512|202112|58627|70|6504554|67|||9279|12|149|
1000018512|202212|77561|98|1468090|14|||22456|30|142|
1000018512|202312|530327|684|||||19795|28|712|
1000018512|202412|1489882|2190|2311480|22|||29931|46|2258|
1000018513|202312|||||||||0|
1000018513|202412|||||||||0|
1000018515|202112|1345000|1594|||||||1594|
1000018515|202212|1991000|2523|||||||2523|
1000018515|202312|3269000|4215|||||||4215|
1000018515|202412|2731000|4015|||||||4015|
1000018517|202112|1265499|1500|||||||1500|
1000018517|202212|2103493|2666|||||||2666|
1000018517|202312|652062|841|||||||841|
1000018517|202412|745188|1095|||||||1095|
1000018524|202312|||||||||0|
1000018524|202412|||||||||0|
1000018528|202112|379556|450|||||||450|
1000018528|202212|1180843|1496|||||||1496|
1000018528|202312|338302|436|||||||436|
1000018528|202412|648854|954|||||||954|
1000018565|202412|||||||||0|
1000018573|202112|1601600|1899|||||1915000|2571|4470|
1000018573|202212|1916442|2429|||||1915000|2588|5017|
1000018573|202312|1836873|2368|||||1915000|2732|5100|
1000018582|202312|||||||||0|
1000018582|202412|||||||||0|
1000018583|202112|2093|2|13294360|137|||||139|
1000018583|202212|45642|58|78610272|749|||||807|
1000018583|202312|0|29|0|13|||||42|
1000018583|202412|0|5|0|1|||0|17|23|
1000018586|202112|40650767|48187|23636881|243|||17413276|23374|78682|
1000018586|202212|92374279|117066|22795930|218|3764658|683|4409738|19889|154414|
1000018586|202312|106359479|137141|23202430|212|2709922|490|16839989|24024|184834|
1000018586|202412|74239349|109132|9965429|93|332646|67|14600465|22320|140728|
1000018587|202112|9059177|10734|||||||10734|
1000018587|202212|9026280|11439|||||||11439|
1000018587|202312|10873|15|||||||15|
1000018587|202412|2862|4|||||||4|
1000018588|202112|109095147|129332|5800000|60|||79717|107|129607|
1000018588|202212|119961406|152027|2155000|21|||14802|20|152181|
1000018588|202312|77338128|99721|5210000|48|||48886|70|99974|
1000018588|202412|70319312|103370|26129200|245|||51117|78|103727|
1000018590|202112|1820110|2158|133962330|1380|3178746|592|194500|261|4391|
1000018590|202212|2580287|3270|141709190|1351|4196360|761|||5382|
1000018590|202312|1503483|1939|122566365|1119|4060427|734|330796|472|4425|
1000018590|202412|1398623|2056|103518990|969|4576841|921|111628|171|4117|
1000018593|202112|41000|48|||||||48|
1000018593|202212|36000|46|||||||46|
1000018593|202312|7000|9|||||||9|
1000018593|202412|6000|10|||||||10|
1000018604|202312|||||||||0|
1000018604|202412|||||||||0|
1000018631|202312|3858435|4975|||||33384|48|5023|
1000018631|202412|38264|56|||||||56|
1000018685|202412|14249069|20946|||||305923|468|21414|
1000018735|202409|||||||||0|
1000018735|202509|||||||||0|
1000018736|202312|||||||||0|
1000018736|202412|||||||||0|
1000018754|202412|||||||||0|
1000018758|202312|54000|70|||||||70|
1000018758|202412|||||||||0|
1000018775|202312|||||||||0|
1000018775|202412|408700|601|||||||601|
1000018776|202112|5113337|6062|103891320|1070|||332824|446|7578|
1000018776|202212|2874639|3643|83217860|793|||457486|618|5054|
1000018776|202312|4794692|6182|217326630|1984|||235328|336|8502|
1000018776|202412|5627184|8272|235475860|2205|||569092|870|11347|
1000018782|202212|||41160000|392|||||392|
1000018782|202312|41828|54|21826000|199|||||253|
1000018782|202412|208893|307|||||||307|
1000018795|202312|||||||||0|
1000018795|202412|||||||||0|
