V_BZNO|LA_XPO_AM_2021_1|DME_AM_2021_1|TOT_SEL_AM_2021_1|LA_XPO_AM_2021_2|DME_AM_2021_2|TOT_SEL_AM_2021_2|LA_XPO_AM_2021_3|DME_AM_2021_3|TOT_SEL_AM_2021_3|LA_XPO_AM_2021_4|DME_AM_2021_4|TOT_SEL_AM_2021_4|LA_XPO_AM_2022_1|DME_AM_2022_1|TOT_SEL_AM_2022_1|LA_XPO_AM_2022_2|DME_AM_2022_2|TOT_SEL_AM_2022_2|LA_XPO_AM_2022_3|DME_AM_2022_3|TOT_SEL_AM_2022_3|LA_XPO_AM_2022_4|DME_AM_2022_4|TOT_SEL_AM_2022_4|LA_XPO_AM_2023_1|DME_AM_2023_1|TOT_SEL_AM_2023_1|LA_XPO_AM_2023_2|DME_AM_2023_2|TOT_SEL_AM_2023_2|LA_XPO_AM_2023_3|DME_AM_2023_3|TOT_SEL_AM_2023_3|LA_XPO_AM_2023_4|DME_AM_2023_4|TOT_SEL_AM_2023_4|LA_XPO_AM_2024_1|DME_AM_2024_1|TOT_SEL_AM_2024_1|LA_XPO_AM_2024_2|DME_AM_2024_2|TOT_SEL_AM_2024_2|LA_XPO_AM_2024_3|DME_AM_2024_3|TOT_SEL_AM_2024_3|LA_XPO_AM_2024_4|DME_AM_2024_4|TOT_SEL_AM_2024_4|LA_XPO_AM_2025_1|DME_AM_2025_1|TOT_SEL_AM_2025_1|LA_XPO_AM_2025_2|DME_AM_2025_2|TOT_SEL_AM_2025_2|LA_XPO_AM_2025_3|DME_AM_2025_3|TOT_SEL_AM_2025_3|LA_XPO_AM_2025_4|DME_AM_2025_4|TOT_SEL_AM_2025_4|
1000012183||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|22081|22081|
1000012264||||||||||0|14331|14331||||||||||0|14203|14203||||||||||0|15499|15499|||||||||||||||||||||||||
1000012342||||||||||0|5300|5300||||||||||0|5660|5660||||||||||0|7111|7111|||||||||||||||||||||||||
1000012381||||||||||||||||||||||||||||||||||0|38143|38143|||||||||||||||||||||||||
1000012597|5341|5096|10437|10391|10655|21046|13573|14641|28214|17192|19593|36785|3150|7095|10245|7803|12593|20396|9551|17444|26995|11774|21463|33237|2504|4325|6829|5397|8177|13574|8671|11551|20222|10294|12489|22783|2974|3173|6147|6437|5216|11653|9981|7000|16981|13795|7260|21055|2605|3212|5817|5641|5200|10841|8582|6836|15418|12353|9012|21365|
1000012625||||||||||||||||||||||||||||||||||||||||||||||0|1968|1968|||||||||||||
1000012711||||||||||0|2584|2584||||||||||0|3069|3069|||||||||||||||||||||||||||||||||||||
1000012840||||||||||0|237599|237599||||||||||0|278022|278022||||||||||0|278368|278368||||||||||0|193099|193099|||||||||||||
1000013055||||||||||0|4039|4039||||||||||0|5927|5927||||||||||0|4950|4950||||||||||||||||||||||0|3476|3476|
1000013124||||||||||0|4429|4429|||||||||||||||||||||||||||||||||||||||||||||||||
1000013314||||||||||0|8631|8631||||||||||0|11778|11778||||||||||0|11672|11672|||||||||||||||||||||||||
1000013728||||||||||||||||||||||0|28424|28424||||||||||0|16573|16573|||||||||||||||||||||||||
1000013945||||||||||0|37959|37959||||||||||||||||||||||||||||||||||0|130330|130330|||||||||||||
1000013969||||||||||||||||||||||||||||||||||||||||||||||38250|66593|104843|8510|19061|27571|16131|37632|53763|24038|59715|83753|33893|79645|113538|
1000014014||||||||||0|108249|108249||||||||||||||||||||||0|147976|147976||||||||||0|177040|177040||||||||||0|206941|206941|
1000014046||||||||||||||||||||||0|2500|2500|||||||||||||||||||||||||||||||||||||
1000014126||||||||||0|173936|173936||||||||||0|237068|237068||||||||||0|237068|237068||||||||||||||||||||||0|233475|233475|
1000014499||||||||||0|8292|8292||||||||||0|8685|8685|||||||||||||||||||||||||||||||||||||
1000014602||||||||||0|111441|111441||||||||||0|129142|129142||||||||||0|156383|156383||||||||||0|149409|149409||||||||||0|175600|175600|
1000014603||||||||||0|3090|3090||||||||||||||||||||||0|3535|3535|||||||||||||||||||||||||
1000014916||||||||||0|19315|19315||||||||||0|22329|22329||||||||||0|25037|25037||||||||||0|18312|18312|||||||||||||
1000014941||||||||||0|3593|3593||||||||||0|7398|7398||||||||||0|5165|5165|||||||||||||||||||||||||
1000014958||||||||||||||||||||||||||||||||||0|12746|12746||||||||||||||||||||||0|19682|19682|
1000015039||||||||||0|604|604|||||||||||||||||||||||||||||||||||||||||||||||||
1000015495||||||||||||||||||||||||||||||||||0|0|0||||||||||0|40386|40386||||||||||0|43416|43416|
1000015504||||||||||0|6393|6393||||||||||0|12591|12591||||||||||0|8905|8905|||||||||||||||||||||||||
1000015510||||||||||0|1124|1124||||||||||0|1829|1829||||||||||0|2478|2478|||||||||||||||||||||||||
1000015513||||||||||0|31322|31322|||||||||||||||||||||||||||||||||||||||||||||||||
1000015538||||||||||0|1299|1299||||||||||0|4084|4084|||||||||||||||||||||||||||||||||||||
1000015756||||||||||0|5734|5734||||||||||0|9186|9186||||||||||0|5533|5533|||||||||||||||||||||||||
1000015913|58270|35779|94049|115397|74840|190237|179177|109221|288398|247223|149800|397023|74128|35093|109221|154861|74627|229488|244514|115693|360207|329964|159051|489015|95661|38076|133737|200149|71094|271243|299683|121627|421310|411344|164146|575490|102473|41164|143637|207452|83644|291096|313699|123446|437145|415330|163225|578555|104535|39456|143991|451624|187426|639050|299043|123387|422430|395804|146457|542261|
1000015976||||||||||||||||||||||||||||||||||0|594654|594654||||||||||0|750781|750781|||||||||||||
1000015989|101871|151180|253051|250540|343375|593915|423933|559890|983823|603134|744140|1347274|154984|182136|337120|332034|383139|715173|450485|536929|987414|522144|679977|1202121|119341|162770|282111|254727|336611|591338|371489|505029|876518|490573|667967|1158540|149559|162732|312291|313037|327606|640643|441148|482855|924003|576191|633674|1209865|127765|149462|277227|260470|300875|561345|398256|445655|843911|552090|573350|1125440|
1000016019||||||||||0|6192|6192||||||||||0|6307|6307||||||||||||||||||||||0|11582|11582|||||||||||||
1000016163||||||||||0|376|376||||||||||0|2700|2700||||||||||0|4000|4000|||||||||||||||||||||||||
1000016252||||||||||0|1606|1606||||||||||0|1522|1522|||||||||||||||||||||||||||||||||||||
1000016416||||||||||0|39681|39681||||||||||0|60869|60869||||||||||0|48927|48927||||||||||0|44214|44214||||||||||0|21854|21854|
1000016456||||||||||0|122711|122711||||||||||0|142926|142926||||||||||0|161980|161980||||||||||0|182472|182472||||||||||0|215474|215474|
1000016463|0|123856|123856|1750|239508|241258|0|377992|377992|0|507628|507628|0|131158|131158|0|263471|263471|0|388654|388654|0|517458|517458|0|120361|120361|0|222332|222332|0|333756|333756|0|444951|444951|0|113260|113260|0|227145|227145|0|354715|354715|0|480810|480810|0|124588|124588|0|250693|250693|0|385886|385886|0|517354|517354|
1000016470||||||||||0|22605|22605||||||||||0|29162|29162||||||||||||||||||||||0|19767|19767|||||||||||||
1000016478|82495|7342|89837|147381|35599|182980|190673|55894|246567|280805|96923|377728|88351|5673|94024|153343|31511|184854|243323|85226|328549|333782|84032|417814|94326|9802|104128|158089|39719|197808|256481|60267|316748|442553|102861|545414|189311|15166|204477|390644|54347|444991|584107|61773|645880|930194|104887|1035081|142351|9470|151821|225224|40024|265248|322704|50081|372785|662410|82480|744890|
1000016513||||||||||||||||||||||0|400|400|||||||||||||||||||||||||||||||||||||
1000016633||||||||||0|490|490||||||||||0|719|719||||||||||0|500|500|||||||||||||||||||||||||
1000016795||||||||||||||||||||||||||||||||||0|9100|9100||||||||||||||||||||||0|14000|14000|
1000016877|0|51251|51251|0|105629|105629|0|156316|156316|0|213487|213487|0|60751|60751|0|127068|127068|0|199549|199549|0|278371|278371|0|75544|75544|0|153944|153944|0|237086|237086|0|319059|319059|0|79106|79106|0|153766|153766|0|227916|227916|0|307656|307656|0|78425|78425|0|152097|152097|0|224148|224148|0|297322|297322|
1000016888|0|45845|45845|0|96775|96775|0|146153|146153|0|207143|207143|0|60917|60917|0|126338|126338|0|192414|192414|0|261688|261688|0|50370|50370|0|105924|105924|0|157757|157757|0|212955|212955|0|48824|48824|0|103559|103559|0|158301|158301|0|215582|215582|0|52362|52362|0|113970|113970|0|169290|169290|0|226551|226551|
1000016920||||||||||||||||||||||0|324714|324714|||||||||||||||||||||||||||||||||||||
1000016982||||||||||||||||||||||0|135456|135456||||||||||0|132682|132682||||||||||0|108314|108314|||||||||||||
1000017022||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||||||||||||
1000017034||||||||||0|27299|27299||||||||||0|27603|27603||||||||||0|34343|34343|||||||||||||||||||||||||
1000017036||||||||||0|16246|16246||||||||||0|23695|23695||||||||||0|29887|29887||||||||||0|24453|24453||||||||||0|18457|18457|
1000017089||||||||||||||||||||||0|68313|68313|||||||||||||||||||||||||||||||||||||
1000017129||||||||||||||||||||||0|3760|3760|||||||||||||||||||||||||||||||||||||
1000017407||||||||||0|10754|10754||||||||||0|24244|24244||||||||||||||||||||||0|21448|21448||||||||||0|21448|21448|
1000017509||||||||||0|15291|15291||||||||||||||||||||||0|12068|12068|||||||||||||||||||||||||
1000017540||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|269991|269991|
1000017551||||||||||0|23133|23133||||||||||||||||||||||0|17255|17255|||||||||||||||||||||||||
1000017671|0|5269|5269||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
1000017778||||||||||0|85433|85433||||||||||0|92143|92143||||||||||0|103157|103157|||||||||||||||||||||||||
1000017841|||||||||||||0|1112|1112||||||||||||||||||||||||||||||||||||||||||||||
1000017965||||||||||0|12807|12807||||||||||||||||||||||0|20584|20584|||||||||||||||||||||||||
1000018360||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|348167|348167|
1000018385||||||||||||||||||||||||||||||||||0|11435|11435|||||||||||||||||||||||||
1000018692||||||||||0|584|584||||||||||0|584|584||||||||||0|660|660|||||||||||||||||||||||||
1000018897|||||||||||||0|9138|9138|0|18865|18865|0|28371|28371|0|39239|39239|||||||||||||||||||||||||||||||||||||
1000018945||||||||||0|12969|12969||||||||||0|13309|13309||||||||||0|14970|14970|||||||||||||||||||||||||
1000019068||||||||||0|2989|2989||||||||||0|2373|2373||||||||||0|1976|1976|||||||||||||||||||||||||
1000019203||||||||||0|7690|7690||||||||||0|6904|6904||||||||||0|5237|5237||||||||||0|4716|4716|||||||||||||
1000019251||||||||||||||||||||||||||||||||||||||||||||||0|3337|3337||||||||||13|6433|6446|
1000019355||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|16002|16002|
1000019370||||||||||0|6687|6687|||||||||||||||||||||||||||||||||||||||||||||||||
1000019413||||||||||0|3753|3753||||||||||0|4523|4523|||||||||||||||||||||||||||||||||||||
1000019517||||||||||0|2708|2708|||||||||||||||||||||||||||||||||||||||||||||||||
1000019596||||||||||0|2049|2049||||||||||0|2640|2640|||||||||||||||||||||||||||||||||||||
1000019652||||||||||||||||||||||||||||||||||||||||||||||0|8199|8199|||||||||||||
1000019767||||||||||||||||||||||0|6000|6000||||||||||0|6000|6000|||||||||||||||||||||||||
1000019813|2960|13299|16259|5968|27471|33439|8711|41292|50003|11493|55209|66702|2561|17585|20146|4670|36746|41416|6923|57544|64467|8990|77863|86853|1727|19462|21189|3510|39115|42625|5252|58867|64119|7097|81670|88767|1797|18470|20267|3777|40320|44097|5386|61148|66534|7843|81432|89275|2430|19185|21615|4607|38531|43138|6690|58214|64904|9329|78297|87626|
1000020175||||||||||0|1975|1975|||||||||||||||||||||||||||||||||||||||||||||||||
1000020179||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|64861|64861|
1000020189||||||||||0|140525|140525||||||||||0|98725|98725|||||||||||||||||||||||||||||||||||||
1000020230||||||||||0|5443|5443||||||||||0|5271|5271||||||||||0|8463|8463||||||||||0|11231|11231||||||||||0|13912|13912|
1000020278||||||||||0|0|0||||||||||||||||||||||||||||||||||0|75910|75910||||||||||0|83830|83830|
1000020285||||||||||0|25999|25999||||||||||0|25999|25999||||||||||||||||||||||0|36031|36031|||||||||||||
1000020334||||||||||||||||||||||||||||||||||0|9307|9307|||||||||||||||||||||||||
1000020546||||||||||||||||||||||||||||||||||0|2000|2000|||||||||||||||||||||||||
1000020730||||||||||||||||||||||0|7344|7344||||||||||||||||||||||0|9466|9466|||||||||||||
1000021524||||||||||0|2000|2000||||||||||||||||||||||0|2833|2833|||||||||||||||||||||||||
1000021650||||||||||0|32561|32561||||||||||||||||||||||0|28971|28971||||||||||0|48656|48656|||||||||||||
1000021761||||||||||||||||||||||||||||||||||||||||||||||0|15469|15469|||||||||||||
1000021810||||||||||0|3567|3567||||||||||||||||||||||0|3567|3567|||||||||||||||||||||||||
1000021949||||||||||0|2626|2626|||||||||||||||||||||||||||||||||||||||||||||||||
1000021954||||||||||0|4600|4600|||||||||||||||||||||||||||||||||||||||||||||||||
1000022180||||||||||||||||||||||0|5494|5494||||||||||0|4567|4567|||||||||||||||||||||||||
1000022302||||||||||0|15372|15372||||||||||0|18376|18376||||||||||0|17936|17936||||||||||0|17884|17884||||||||||0|17138|17138|
1000022684||||||||||||||||||||||0|180000|180000||||||||||0|2630|2630|||||||||||||||||||||||||
1000022819||||||||||||||||||||||0|103863|103863||||||||||0|119833|119833||||||||||0|99559|99559||||||||||0|120266|120266|
1000023369||||0|11984|11984||||||||||0|12049|12049||||||||||0|11123|11123||||||||||0|8819|8819||||||||||0|9235|9235|||||||
1000023468|9421|4540|13961|20200|18230|38430|17122|45623|62745|49948|42776|92724|26208|11141|37349|42144|22329|64473|60432|62790|123222|79326|92188|171514|14066|22796|36862|28536|43523|72059|46519|64508|111027|65408|79046|144454|36954|23856|60810|67227|54261|121488|100882|78152|179034|131097|104796|235893|26537|17614|44151|59593|41966|101559|82564|80466|163030|119073|117331|236404|
1000023517||||||||||||||||||||||0|27994|27994|||||||||||||||||||||||||||||||||||||
1000023668||||||||||||||||||||||||||||||||||||||||||||||0|5700|5700|||||||||||||
1000023670||||||||||||||||||||||||||||||||||||||||||||||0|4100|4100|||||||||||||
1000023675||||||||||||||||||||||0|785|785||||0|703|703|||||||||||||||||||||||||||||||
1000024203||||||||||0|126887|126887||||||||||||||||||||||0|92728|92728||||||||||0|73583|73583||||||||||0|76471|76471|
1000024576||||||||||||||||||||||0|0|0|||||||||||||||||||||||||||||||||||||
1000024600||||||||||0|1573|1573||||||||||||||||||||||0|2508|2508|||||||||||||||||||||||||
1000024627||||||||||0|113036|113036||||||||||0|131240|131240|||||||||||||||||||||||||||||||||||||
1000025174|7169|9004|16173|12945|19253|32198|18067|25914|43981|22648|31780|54428|9590|9381|18971|19879|18057|37936|30653|26866|57519|39105|35389|74494|11147|9584|20731|21747|19214|40961|36188|28785|64973|43160|37969|81129|12781|10590|23371|25479|22743|48222|36821|35996|72817|44741|49846|94587|13108|13268|26376|26100|25349|51449|35303|37673|72976|50418|42271|92689|
1000026458||||||||||||||||||||||||||||||||||||||||||||||0|8639|8639||||||||||0|9265|9265|
1000025672||||||||||||||||||||||||||||||||||0|12000|12000||||||||||0|10000|10000|||||||||||||
1000020866||||||||||||||||||||||0|211710|211710||||||||||0|191629|191629|||||||||||||||||||||||||
1000025375||||||||||||||||||||||||||||||||||0|2008|2008|||||||||||||||||||||||||
1000025843||||||||||0|2020|2020|||||||||||||||||||||||||||||||||||||||||||||||||
1000007033||||||||||0|13878|13878|||||||||||||||||||||||||||||||||||||||||||||||||
1000012447||||||||||0|11145|11145|||||||||||||||||||||||||||||||||||||||||||||||||
1000013162|||||||0|20112|20112|0|59401|59401|0|36871|36871|0|75766|75766|0|117538|117538|0|166108|166108|0|46200|46200|0|91712|91712|0|133441|133441|0|184551|184551|0|48103|48103|0|94517|94517|0|138625|138625|0|189727|189727|0|47853|47853|0|92142|92142|0|136173|136173|0|192529|192529|
1000011914|245889|17312|263201|537051|36586|573637|930088|51601|981689|1408879|76749|1485628|635324|27138|662462|1786425|63182|1849607|3284725|128089|3412814|5172347|185261|5357608|1951412|59578|2010990|3821329|95888|3917217|5593721|126750|5720471|6759012|141855|6900867|952142|18317|970459|1745667|34309|1779976|2252255|49657|2301912|2712685|54152|2766837|620811|8976|629787|1271351|138155|1409506|1785085|249481|2034566|2177820|353756|2531576|
1000025152||||||||||||||||||||||||||||||||||||||||580015|240809|820824|921796|360289|1282085|1286896|458563|1745459|377736|107862|485598|748013|205306|953319|1135891|330604|1466495|1532684|450017|1982701|
1000027499||||||||||||||||||||||||||||||||||0|3157|3157|||||||||||||||||||||||||
1000025289||||||||||0|14219|14219||||||||||0|15604|15604||||||||||526|27389|27915|147|7359|7506|248|19604|19852|445|25920|26365|747|32382|33129|459|6808|7267|852|14946|15798|1268|23193|24461|1569|31397|32966|
1000027989||||||||||0|4384|4384|||||||||||||||||||||||||||||||||||||||||||||||||
1000021007||||||||||0|2628|2628||||||||||0|4562|4562||||||||||0|4625|4625|||||||||||||||||||||||||
1000024321||||||||||0|52493|52493||||||||||0|79475|79475||||||||||0|92017|92017||||||||||0|97978|97978||||||||||0|96975|96975|
1000026859||||||||||0|1978|1978||||||||||0|1978|1978||||||||||0|2091|2091|||||||||||||||||||||||||
1000028242||||||||||0|2379|2379||||||||||0|2836|2836||||||||||0|4981|4981|||||||||||||||||||||||||
1000027310||||||||||0|2313|2313|||||||||||||||||||||||||||||||||||||||||||||||||
1000029209||||||||||||||||0|740|740||||0|1863|1863||||||||||0|1922|1922||||||||||0|2013|2013|||||||||||||
1000025881||||||||||||||||||||||0|32604|32604||||||||||0|42930|42930||||||||||0|49417|49417||||||||||0|53271|53271|
1000000015|3357|253206|256563|7531|530258|537789|9826|815832|825658|11420|1141945|1153365|3402|313799|317201|8113|661813|669926|12173|1015429|1027602|14798|1393873|1408671|4269|350278|354547|8466|713120|721586|10539|1071507|1082046|14454|1427004|1441458|3479|336139|339618|5671|675607|681278|10606|1000095|1010701|15423|1359312|1374735|3678|337067|340745|6988|670075|677063|9303|1015445|1024748|12280|1362920|1375200|
1000028984||||||||||0|1990|1990||||||||||0|3927|3927|||||||||||||||||||||||||||||||||||||
1000027622||||||||||0|21977|21977||||||||||0|31601|31601|||||||||||||||||||||||||||||||||||||
1000025306||||||||||0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||
1000028670||||||||||0|4300|4300|||||||||||||||||||||||||||||||||||||||||||||||||
1000028310||||||||||||||||||||||0|0|0|||||||||||||||||||||||||||||||||||||
1000028918||||||||||0|1358|1358|||||||||||||||||||||||||||||||||||||||||||||||||
1000030785||||||||||||||||||||||0|177|177|||||||||||||||||||||||||||||||||||||
1000029157||||||||||0|110859|110859|||||||||||||||||||||||||||||||||||||||||||||||||
1000030411|160940|122259|283199|378447|268652|647099|520468|550248|1070716|1027831|576663|1604494|577042|158819|735861|1706312|355393|2061705|2797493|570683|3368176|3857896|701452|4559348|993278|125880|1119158|1928415|257123|2185538|2910195|375836|3286031|3836335|507395|4343730|1159125|70625|1229750|2352973|193357|2546330|3439089|339075|3778164|4457564|466453|4924017|1085810|137104|1222914||||||||||
1000028219||||||||||||||||||||||||||||||||||||||||||||||0|11207|11207||||||||||0|15105|15105|
1000029817||||||||||||||||||||||||||||||||||0|4859|4859|||||||||||||||||||||||||
1000030224||||||||||0|247063|247063|||||||||||||||||||||||||||||||||||||||||||||||||
1000028949||||||||||||||||||||||||||||||||||||||||||||||0|2500|2500|||||||||||||
1000030465||||||||||0|76835|76835|||||||||||||||||||||||||||||||||||||||||||||||||
1000001168||||||||||||||||||||||||||||||||||0|7770|7770||||||||||0|6977|6977|||||||||||||
1000016128||||0|7399|7399||||||||||0|6699|6699||||||||||0|7914|7914|||||||||||||||||||||||||||||||
1000012325||||||||||0|34666|34666|||||||||||||||||||||||||||||||||||||||||||||||||
1000004486||||||||||0|17440|17440||||||||||0|15710|15710|||||||||||||||||||||||||||||||||||||
1000018430||||||||||0|55911|55911||||||||||0|64941|64941||||||||||0|65953|65953||||||||||0|68122|68122||||||||||0|68382|68382|
1000031048||||||||||1286916|-223343|1063573|812602|449737|1262339|965374|1582556|2547930|2295058|2447056|4742114|3919607|3698163|7617770|1757975|1547365|3305340|3216845|3784588|7001433|4710526|5463572|10174098|5874095|7023117|12897212|1249919|433667|1683586|2281819|955258|3237077|3311981|1355943|4667924|3402219|10632522|14034741|4666928|10210136|14877064|9208506|19350978|28559484|0|43055893|43055893|19212195|37535416|56747611|
