V_BZNO|KIS_LS_FNA_MKS_2021|KIS_LS_FNA_MKS_2022|KIS_LS_FNA_MKS_2023|KIS_LS_FNA_MKS_2024|KIS_LS_FNA_MKS_2025|
가상_사업자번호|최종재무평점_2021|최종재무평점_2022|최종재무평점_2023|최종재무평점_2024|최종재무평점_2025|
1000003193|7|7|5|6|5|
1000003203|7|6|6|7||
1000003235|8|8|4|3|3|
1000003262|4|4|4|4|5|
1000003266|9|8|8|8|5|
1000003277|6|6|7|7|6|
1000003284|6|6|6|5||
1000003310|4|4|6|6|6|
1000003329|3|4|3|3|2|
1000003345|6|7|6|6|5|
1000003348|7|7|7|8||
1000003362|9|9||||
1000003420|5|6|6|5|5|
1000003429|3|4|4|2|3|
1000003432|5|||6||
1000003436|5|5|6|7|6|
1000003458|9|10||||
1000003468|||6|||
1000003477|9||9|||
1000003523|4|6|6|||
1000003527|8|8|8|8||
1000003553|9|8|8|8||
1000003556||6||5|5|
1000003589|6|8|9|||
1000003630|7|6|6|6|6|
1000003659|5|5|6|7|6|
1000003670|4|5|5|6|5|
1000003682|8|8|8|8|6|
1000003698|4|5|4|5||
1000003750|5||6|6|6|
1000003753|5|5|5|5|6|
1000003766|5|6|7|8|7|
1000003776|4|5|6|6|6|
1000003790||7||6||
1000003792|6||||6|
1000003838|5|6|6|5|5|
1000003903|4|4|5|5||
1000003925|4|||6|4|
1000003957|5|5|9|||
1000003962|5|5|4|4|4|
1000003963|5|5|6|5||
1000003970|3|4|4|||
1000003973|9|8|4|3|3|
1000003998|4|5|4|4|4|
1000004015|||5|6|6|
1000004017|4||4|4|4|
1000004066|4|4|4|4||
1000004083|7|6||||
1000004094|5|4|4|5|6|
1000004163|4|4|6|5|5|
1000004164|8|9|9|9|9|
1000004166|6|5|5|5|5|
1000004174|4|4|8|8|6|
1000004194|8|6|6|7|7|
1000004204|7|8||8|8|
1000004284|4|4|4|4||
1000004293|5|5|6|8|8|
1000004309|6|9|10|||
1000004335||7|7|7||
1000004398|4|5|6|5|5|
1000004399|5|5|6|6|6|
1000004431|9||9|||
1000004451|5|5|4|||
1000004476|5|5||4||
1000004482|4|5|6|8||
1000004490|8|7|8|7|8|
1000004493|4|5|4|5||
1000004504|2|2|4|4|3|
1000004552|8|8|10|||
1000004583|4|3|3|3|3|
1000004619|5|5|5|5|5|
1000004625|8|7|7|6|8|
1000004626|5|6|4|5|6|
1000004633|3|5|5|6|5|
1000004648|||||5|
1000004655|8|4|4|4|5|
1000004689|||5|5|5|
1000004710|6|10||||
1000004858||4|6|4|4|
1000004859||3|||5|
1000004935|5|5|6|6|6|
1000004943||||4||
1000004957||10||||
1000004965|5|4|5|6|5|
1000005063|||8||5|
1000005088||4|5|6|6|
1000005199|7|8|9|||
1000025311|4|6|6|7|5|
1000005579|8|6|6|||
1000005584|3|4|4|4|4|
1000005590|4|4|4|3|4|
1000005626|6|6|4|5|4|
1000005630|5|5|6|5|5|
1000005633|||8|||
1000005643|4|4|5|4||
1000005661|8|8|8|9||
1000005665||8|8|8|7|
1000005674|4|4|4|4|4|
1000005712|6|6|6|||
1000005739|5||5|5||
1000005790|5|5||5|4|
1000005792|3|4|4|4|4|
1000005818|5|5|6|4|5|
1000005855|6|5|6|6|7|
1000005862|5|5|5|8|4|
1000005880|6|6|7|7|7|
1000005884|6|6|7|7|7|
1000005891|4|4|5|6|6|
1000005893|5|8|6|7|7|
1000005909|8|||||
1000005928|5|5|6|5|4|
1000005977|4|5|4|4|3|
1000005992|7|3|7|||
1000006026|6|4|5|6|5|
1000006031|6|6|7|6||
1000006058|6|8|5|5|5|
1000006092|6|6|7|7|6|
1000006097|4|4|4|4||
1000006111|6|6|6|7|6|
1000006123|6|5|5|6|6|
1000006142|||4|4|4|
1000006145|7|6|7|9|10|
1000006160|8|9|10|10||
1000006169|4|4|4|4|5|
1000006187|6|6|8|9||
1000006216|6|7|9|8|8|
1000006242|5|5|6|7|7|
1000006247|3|4|3|3||
1000006256|5|5||5|5|
1000006258|6|7||||
1000006262|8|8|3|4|3|
1000006267|8|6|7|6|6|
1000006286|6|6|6|6||
1000006310|5|4|4|4|4|
1000006337||4|5|||
1000006349|5|4|4|5|6|
1000006371|5||4|4|4|
1000006392|||5|5||
1000006412|6|8|9|10||
1000006416|4|||4||
1000006441|5|6||4||
1000006445|8|9|9|9||
1000006457||||7||
1000006465||5|6|7|7|
1000006498|5||5||5|
1000006516|5|6|6|6|6|
1000006528|4|||||
1000006547|3|4|4|4|4|
1000006581|4|5|5|4||
1000006589|6|6|||9|
1000006598|4||6|6|6|
1000006604|4|4|4|4|4|
1000006633|6|6|5|5|4|
1000006645|4||4|6||
1000006646|8|6|6|5|5|
1000006656|6|7|8|7|6|
1000006705||8||||
1000006826|5|5|5|5|5|
1000006829|6|7|8|||
1000006990||10||||
1000007026|5|4|4|4||
1000007076|6|6|6|6|6|
1000007090|3|3|3|3|3|
1000007117|4|4|4|4|5|
1000007118|4|6|6|6|6|
1000007141|3|4|4|3|3|
1000007160|||5|5||
1000007163|4|4|5|5||
1000007175|6|5|4|4|4|
1000007206|8|8|8|8|8|
1000007208|5|6|8|8|8|
1000007218|5|5|5|5||
1000007228|4|||5||
1000007253|9|||||
1000007262||4|4|3|3|
1000007264|9|||||
1000007267|4||4|||
1000007280|5|5|8|7||
1000007293|5|4|4|6||
1000007363|3|4|4|4|4|
1000007374|3|4|4|4|5|
1000007380||7||7||
1000007390|5|5|5|6|5|
1000007394|||5|5||
1000007415|4|4|4|4|4|
1000007428|5|5|5|5|5|
1000007431|4|5|5|6|5|
1000007452|6|5|5|5|5|
1000007472|5|5||||
1000007486||4|7|7||
1000007516|5|5|4|4|5|
1000007517|6|6|6|6|6|
1000007518||6|6|6||
1000007519|5|5|5|5|6|
1000007573|4|4|4|4|4|
1000007574|4|4||5||
1000007585|6|6|6|6|5|
1000007628|5|9|8|7|8|
1000007629|3|4|3|||
1000007649|3|4|3|3|3|
1000007695|4|5|5|5|5|
1000007701|6|7|7|||
1000007776|5|5|4|4|4|
1000007809|6|5|6|7|6|
1000007864|8|8|8|7|8|
1000007882|6|7|6|7|8|
1000007921|5|6|4|4|5|
1000007969||||4||
1000007980||5||7||
1000007987|8|9|8|8|8|
1000008024|6|5|5|5|6|
1000008062|6|6|6|7|7|
1000008086|8|||||
1000008110|6|6|9|||
1000008173|6||6|6|6|
1000008182|8|6|6|6|8|
1000008224||6||6||
1000008309|6|6|5|||
1000008332|8|10|10|||
1000008388|5|5|5|7|6|
1000008393|4|5|4|6|6|
1000008395|6|5|4|5|4|
1000008401|6|6|2|2|3|
1000008424|4|4|5|6|6|
1000008501|3|3|3|3|3|
1000008515|6|6|7|7|7|
1000008548||4||5||
1000008595|4|4|4|4||
1000008626|5|6|6|5|5|
1000008632|6|6|8|8|10|
1000008682|5|4|4|5|5|
1000008685|8|7|7|6|4|
1000008686|||7|6|5|
1000008706|6|5|5|5||
1000008784|7|9|8|8|8|
1000008799|4|4|3|3||
1000008839|4|4|3|4|5|
1000008844||5||5||
1000008845||7||6|6|
1000008849|4|4|4|||
1000008852|||8|6|6|
1000008878|8|7|7|6|6|
1000008914|6|8|5|5|5|
1000008963|8|||||
1000008993|6|6||5||
1000009010|4|5||4||
1000009023|4|5|5|7|5|
1000009059|3|3|3|2|3|
1000009090|4|9|10|9|8|
1000009161|4|4|5|4|4|
1000009181|10||9|||
1000009195|5|5|5|5|5|
1000009233|4|4|4|4|4|
1000009346|5|6||5|6|
1000009357||5|5|5|4|
1000009382|6|6||||
1000009384|4|4|4|5|4|
1000009391|9|9|9|||
1000009399|3|4|3|3||
1000009410||4|4|4|5|
1000009421|5|5|5|5|5|
1000009443|5|5|5|5|5|
1000009457|||6|7|5|
1000009544|5|5|8|6||
1000009551|4|4|4|4|4|
1000009572|10|9|9|9|8|
1000009616|5|5|10|10||
1000009647|3|3|4|3|3|
1000009660|3|4|4|3|3|
1000009709|4|3|5|6||
1000009764||4|4|4||
1000009802|5|5|5|6|6|
1000009824|5|||4||
1000009884|6|5|6|6||
1000009921|8|6|5|7|6|
1000009953||5|5|5||
1000009985|5|5|5|||
1000009990|5|4|5|5|5|
1000010035|3|4|5|5|5|
1000010048|5|6|6|6|5|
1000010053|4|4|4|4|3|
1000010054||5||5||
1000010068|3||4|4||
1000010124|5|4|4|4|4|
1000010189|7|7|7|7|8|
1000010222|6|6|6|6|6|
1000010275|5|5|5|5||
1000010340|6|6|6|||
1000010341|5|5|5|5|5|
1000010467|5|5|5|4|6|
1000010534|7|6|8|7||
1000010544|5|7|5|7|8|
1000010590||6|7|6||
1000010604|4||6|||
1000010620|6|5|5|6|6|
1000010639|6|8|8|8|9|
1000010658|5|5|6|5||
1000010688|||4|4||
1000010702|7|||||
1000010707|4|5|5|4|6|
1000010720|8|9|10|10||
1000010726|4|6|6|10||
1000010731|6|7|6|7|7|
1000010781|5|4|4|4||
1000010794|8|7|8|7|6|
1000010856|6|6|8|6||
1000010869|4|5|6|6|6|
1000010876|5|6|5|||
1000010887|||4|||
1000010896|5|||7||
1000010949|4|4|4|5||
1000010974|5|4|5|4||
1000010980|8|8|8|6|6|
1000010984|7|6|6|5|5|
1000010987|6|9|8|9||
1000010995|4|3|3|5||
1000010999|8|4|8|6|6|
1000011005||4||||
1000011025|6|6|6|6||
1000011075|5||5|||
1000011089|5|6|6|6|6|
1000011107|4|4||4||
1000011108|5|6|6|6|6|
1000011112|6|5|5|5|5|
1000011144|5|6|6|5|7|
1000011147||6|6|6||
1000011181|4|5||5|5|
1000011213|6|6|6|6||
1000011262||6||7||
1000011266|6|6|6|5|5|
1000011270|3|4|4|||
1000011286|4|6|5|6||
1000011309|6|7|6|6||
1000011312|5|5|5||6|
1000011339|6|6|6|5|5|
1000011360||4|6|||
1000011472|5|4|4|5|4|
1000011490|8|6|8|||
1000011499|||5|6|8|
1000011513|6|7|8|8|8|
1000011515|5|||||
1000011562|3|3|4|5|5|
1000011596|6|6|7|5|5|
1000011599|4||4|4|4|
1000011637|6|5|5|5||
1000011718|6|5|5|5|4|
1000011756|6|6|7|6|8|
1000011785|5|5||4||
1000011788|8|8|8|9||
1000011822|8|8|8|6|6|
1000011851||6||6||
1000011858|5|5|6|5|7|
1000011876|4|4|4|5|5|
1000011886|6|8|6|||
1000011897|4|4|5|4||
1000011933|9|9|9|9|9|
1000012003|||||5|
1000012007|5|4|5|4|5|
1000012029|5|4|5|5|5|
1000012094|3|4||||
1000012098|8|7|7|6||
1000012109|9|10|9|9|9|
1000012162|5|4|4|4|5|
1000012178|4|4|4|5|4|
1000012189|6|7|6|6|6|
1000012227|8|8|6|6|6|
1000012318|6|7|7|6|6|
1000012364|5|5|4|||
1000012373|7|6|6|5|6|
1000012387|5||5|5|6|
1000012390|5|5|6|5|5|
1000012399|6|6|6|5|7|
1000012421|6|6|6|6|5|
1000012434|6|6|6|6|6|
1000012502|4|3|3|4|5|
1000012539|3|4|4|4|4|
1000012544|5|4|6|6|6|
1000012562|5|4|4|3|3|
1000012581|4||5|4|4|
1000012584|5|7|8|9||
1000012602|3|4|4|4|3|
1000012634|7|6|4|5||
1000012635|7|7|7|8|8|
1000012637|5|5|3|3|4|
1000012687|4|6|6|5||
1000012712|4|4|4|4|5|
1000012726|4|||||
1000012732|6|6|6|6||
1000012760|8|8|9|9|9|
1000012781|6|9|8|8|8|
1000012793|5|4|4|4|4|
1000012794|4|5|5|4|5|
1000012810|9||9|9||
1000012826|8|7|9|8||
1000012881|4|4|3|3||
1000012889|4|6|7|6||
1000012893|7|6|6|4||
1000012894|5|4|4|4|4|
1000012896|5|||6||
1000012903|4|5|5|5|5|
1000012921|4|4|4|4|4|
1000012922||5|5|5||
1000012930|9|5|6|5|5|
1000012940||4|5|4|4|
1000012990|3|4|4|5||
1000013014|5|4||4||
1000013038|||4|||
1000013122|5|4|4|||
1000013123|9|||||
1000013137|4|4|6|6|6|
1000013186|6|5|7|6|7|
1000013190|6|5||5||
1000013193|6|6|6|6|6|
1000013197|4|4||4||
1000013217|6|6|7|6||
1000013218|5|5|6|5||
1000013225|6|8|8|8||
1000013275|4|5|5|5|5|
1000013290|6|8||||
1000013305|5|||||
1000013322||5||5|5|
1000013327|4|5|4|5|5|
1000013328|5|4|5|4||
1000013345||7|7|7|7|
1000013355|9|9|9|10|10|
1000013357|4|4|4|||
1000013411|6|5|6|6|6|
1000013419|7|8|8||8|
1000013429|4|4|4|4|4|
1000013431|5|7|8|8|8|
1000013442|6|6|6|||
1000013491|4|5|4|4|4|
1000013510|8|6|6|6|6|
1000013515|4|7|6|6|5|
1000013562|3|4|3|3|4|
1000013567|6|6|8|||
1000013597|3|4|4|4|4|
1000013611|5|5|4|4|4|
1000013615|5|6|6|5||
1000013617|8|8|8|8||
1000013632||4||3||
1000013640|6|4|5|5|6|
1000013658|6|6|5|6||
1000013716|6|6|7|7||
1000013743|8|8|10|||
1000013749|4|5|5|4|6|
1000013782|6|6|5|5||
1000013813|3|3||3||
1000013871|3|3|3|3|3|
1000013894|5|6|6|8|6|
1000013904|4|5|4|4||
1000013906|3|4|4|3|4|
1000013909|5|6|5|4||
1000013919|7|6|6|6|5|
1000013926|8|9||||
1000013929|4||4|5||
1000013936|6|6|7|7|7|
1000013941|5|8|8|7|5|
1000013947|4|5||||
1000013989|5|5|6|7|7|
1000014002|4|4|4|5|4|
1000014008|5|5|7|5|6|
1000014023|||7|6||
1000014040|7|6|6|7|7|
1000014089|4|4|4|3|3|
1000014103|6|7|7|6||
1000014118|8|8|8|8|9|
1000014122|6|6||6||
1000014138|6|6|6|6|6|
1000014154|5|6|7|8|6|
1000014169|5|5|5|5|4|
1000014196|8|6|10|||
1000014211|7|8||||
1000014251|6|6|5|5|4|
1000014269|8|7|8|9|8|
1000014312|5|4|5|5||
1000014326|8|9|7|9|9|
1000014333|4|4|4|4||
1000014341|4|4|4|4||
1000014353|4|4|5|6||
1000014358|10|9|10|9||
1000014360|4|7||||
1000014409|4|4|4|4|5|
1000014442|5|6|6|6|5|
1000014508|||4|4|4|
1000014522|6|7|8|5|5|
1000014533|6|7|6|6||
1000014542|5|4|4|6|4|
1000014543|7|||||
1000014556|4|||||
1000014561|6|8|6|5|4|
1000014604|4|4||4||
1000014606|4|4|4|4||
1000014612|6|6|6|6|6|
1000014617|4|4|4|5|5|
1000014621|5|5||||
1000014627|4|6|6|5|4|
1000014630||5||4|4|
1000014632||6||6||
1000014638|4|4||4|4|
1000014639|6|4|5|4|5|
1000014700|4|6|4|4|5|
1000014710|||4|3|3|
1000014711||7|7|6||
1000014745|8|6||6||
1000014809|5|4|4|4||
1000014810|5|||||
1000014821|4||5|5||
1000014841|6|6|7|6||
1000014871|3|3|3|8|3|
1000014878|7|6|7|6||
1000014887|5|5||||
1000014889||4||4||
1000014892|5|4|4|5|5|
1000014898|9|9|8|8||
1000014923|6|5|5|5|6|
1000014929||6||6|6|
1000014943|5|4|4|4|5|
1000014961|6|5|5|7|5|
1000014988|6|5||7|8|
1000014993|5|7|9|8|6|
1000014994|3|||||
1000015060|6|9|10|||
1000015067|6|7||7|7|
1000015072|6|||||
1000015098|5|5|4|||
1000015101|8|7|8|8||
1000015107|4|3|3|3|3|
1000015156|5|6||||
1000015226||4|||4|
1000015231|8|6|6|6|6|
1000015276|6|6|6|7|6|
1000015285||5|6|||
1000015358|3|3|3|6||
1000015414|4|4||5||
1000015427|5|5|5|6|5|
1000015455|8|6|6|7|7|
1000015459|4|4|4|4|3|
1000015477|4|4|4|4|4|
1000015483|6|4|5|4|5|
1000015492|6|6|6|6|4|
1000015493|8|||||
1000015499||4||4||
1000015514|5|6|6|6||
1000015527|5|5|4|4|4|
1000015543|4|4|4|3||
1000015548|4|4|4|4|5|
1000015565|6|5|5|5|5|
1000015573|7|9|8|9|10|
1000015577|4|||||
1000015601||5|6|9|8|
1000015637|3|3|6|6|7|
1000015655|6||6|10||
1000015676||8|8|||
1000015683|6|8|7|6||
1000015692|8||4||3|
1000015723|4|5||4||
1000015728|6|6|6|6|5|
1000015749|6|5|5|5|6|
1000015759|5|6||6|8|
1000015789|5|||||
1000015800||4||||
1000015838|5|4|5|6|6|
1000015851|4|3|4|3|4|
1000015863|7||7|6|6|
1000015916|4|4|4|4||
1000015936|6|6|9|9||
1000015990|5|4|4|4|4|
1000015998|3|4|4|4|4|
1000016015|5|5|6|5|5|
1000016033||5|6|6|5|
1000016038|5|6|5|5|4|
1000016041|5|6|7|6||
1000016123|6|7|8|8|8|
1000016137|5|6|5|6||
1000016148|5|||4||
1000016158|5|6|6|5||
1000016191|8|8||||
1000016194|7|7|9|9|9|
1000016198|5|||5||
1000016215|6|6|6|8||
1000016270|6|5||8|6|
1000016281||5||6||
1000016293|8|6|7|8|6|
1000016294||4|4|5|5|
1000016299|4|5|5|5||
1000016321|5|5|5|5||
1000016366|5|4|5|4||
1000016368|6|7||8||
1000016372|5|5|9|8|7|
1000016384|4|4|4|6||
1000016389|7|6|5|5|6|
1000016395|5|6|5|6|6|
1000016406|||5|4||
1000016410|6|6|6|5|8|
1000016411||8|8|8||
1000016414|6|5|4|4||
1000016451|4|4||4||
1000016500|6|5|6|4|4|
1000016509|6|7|7|6|7|
1000016535||6|4|4||
1000016538|6|6|6|8|6|
1000016565||4|4|5|5|
1000016591|9|6|7|8||
1000016637|6|6|8|8|7|
1000016647||4||5|4|
1000016674|5|6|6|5||
1000016730|||3|||
1000016731|4|4|4|5|5|
1000016744|4|4|4|4|4|
1000016758|5|4|4|6|5|
1000016766|||6|8||
1000016825|6|5|6|5||
1000016845|5|4|6|8||
1000016848|4|5|4|5|5|
1000016887|8|5|6|6|5|
1000016914|5|6|6|6|6|
1000016919|5|6|6|8||
1000016922|3|4|4|4|5|
1000016959|9|8|8|9|9|
1000016961|5|5|6|6|5|
1000016973|4|3|4|6||
1000017025|4|4|5|5|5|
1000017028|3|4|4|4||
1000017042|6|4|3|3|3|
1000017053|5|4|3|3|3|
1000017061|5|5|5|6||
1000017081|6|6|6|||
1000017082|4|4|5|5|4|
1000017086|4|5|8|5|5|
1000017102|3|3|3|3|3|
1000017132|5|6|6|7|6|
1000017143|5|5|5|4|5|
1000017157|5|5|5|5||
1000017158||5|4|4|6|
1000017161|4|||4||
1000017169|2|2|2|||
1000017201||||4||
1000017212|4|4|4|5|6|
1000017253|5|4|5|||
1000017282||4|5|5|5|
1000017293|5|5||||
1000017318|4|5|5|5|5|
1000017336|5|4|4|4|5|
1000017340|4||4|4||
1000017383|7|8|8|7|6|
1000017404|4|||||
1000017418|3|4|4|5|6|
1000017425|7|6|7|7|7|
1000017434|4|4|4|4||
1000017443|4|3|3|3|3|
1000017459|7|6|6|6|7|
1000017467|4|5||||
1000017472|7|6|7|6||
1000017475|6|6|6|5||
1000017534||4|4|4|5|
1000017550|5|4|6|8|6|
1000017566|5||5|5|5|
1000017567|7|6|5|4|5|
1000017576|5|6|6|5|5|
1000017577|4|||4||
1000017586|6|6||6||
1000017608|4||4|4||
1000017609|5|6|6|6||
1000017628|8|9||||
1000017642|6|6|8|5|5|
1000017662|5||7|||
1000017681|9|||||
1000017689|5|6|6|8|8|
1000017698|||3|4|3|
1000017732|7|6|6|6|6|
1000017751|8|8|8|||
1000017785|4|4|4|4||
1000017793|||5|4|5|
1000017801|4|6|5|7||
1000017802|5|4|4|6|5|
1000017831|5|6|6|6||
1000017998|8|8|8|8|8|
1000018005|9|6|9|||
1000018030|6|6|6|6||
1000018097|4|5|5|5|4|
1000018158|4|4|4|5||
1000018173|3|3|3|3|3|
1000018189|6|6|6|5||
1000018210|6|6|7|5||
1000018216|4|3||3||
1000018266|8|||6||
1000018309|6||8|||
1000018328|4|4|4|5|5|
1000018331|5|||||
1000018371|6|5|6|5|4|
1000018379|4|4|6|5|6|
1000018383|4|5|5|5|4|
1000018420|5|8|8|6|8|
1000018446|3|3|3|||
1000018451|3|3|3|3|3|
1000018458|8|7|8|10||
1000018461|5|||||
1000018467|6|5|5|5|4|
1000018479|3|3|3|3||
1000018502|3|4|4|5|5|
1000018506|6|6|8|||
1000018519|10|||||
1000018529|||6|5||
1000018536|5|8|9|10|9|
1000018548|3|4|4|4|6|
1000018555|5|4||||
1000018576|7|7|7|6|5|
1000018617|7|6|6|8|6|
1000018620|5|5||||
1000018651|6|4||||
1000018655|8|8|7|6|6|
1000018670||4|5|||
1000018676|6|7|8|8||
1000018691|6|6|6|8||
1000018703||5||||
1000018724||||4||
1000018738|5|5|5|5||
1000018744|||8|8||
1000018757|6|8|6|5||
1000018769|6|6|8|6|6|
1000018776|3|4|4|4|4|
1000018788|6|6|5|||
1000018825|6|7|8|8|8|
1000018834|4|4|4|4||
1000018835|5|||||
1000018853|5|5|6|4||
1000018859|6|6||6||
1000018871|5|4|6|5|5|
1000018879|8|8|8|8|7|
1000018890|7|5|6|5|5|
1000018907|3|3|4|4|4|
1000018926|5|4|3|||
1000018946|4|5|5|5||
1000018950|4|4|4|4|4|
1000018957||4|6|6|6|
1000018958|7|6|6|4|4|
1000018965|6|6|5|5|5|
1000019020|4|4|4|4||
1000019035|4|5|4|4||
1000019048|8|7|7|8|10|
1000019055|8|8|8|8|8|
1000019070|4|4|4|4|4|
1000019100|6|5|6|6|6|
1000019162|8|6|6|6|6|
1000019177|5|5|5|6||
1000019180|||5|5|5|
1000019197|6|6|5|6|5|
1000019226||5|5|5|5|
1000019233||4|||5|
1000019234|6|7|6|6|5|
1000019252|4|4|4|3||
1000019272|6|6|7|6|8|
1000019318|6|6|6|8||
1000019352|6|7|8|7||
1000019361|6|5|7|6|6|
1000019374|4|4|5|5|4|
1000019390|6|5|5|4|4|
1000019407|7|8|8|||
1000019410|||4|3||
1000019428|9|||||
1000019460|6|6|7|6||
1000019464||3||||
1000019495|5|5||||
1000019503|8|8|8|8||
1000019508|8|8||8||
1000019534|9|9|5|3|3|
1000019557|4|4|5|4|5|
1000019572|9|9|10|9||
1000019597|10|10||||
1000019604||4|4|4||
1000019616|4|4||||
1000019625|5|5|4|4||
1000019644|5|5|4|4|4|
1000019648|5|5|5|||
1000019701|5|6||||
1000019720|6|6|7|6|8|
1000019781|6|8|6|6|6|
1000019784|7|7|7|7|7|
1000019801|5|||6||
1000019816|5|4|4|4||
1000019833||6|8|7|6|
1000019893|8|7|8|6||
1000019894|4|4|5|5||
1000019902||||4||
1000019904|5|6|5|7|7|
1000019929|4|4||||
1000019933||8|8|8|7|
1000019944|5|5|5|5|6|
1000019965|6|6|5|5|5|
1000019975|6||6|6|6|
1000020030|5|5|5|4|4|
1000020067|7|5|5|5|6|
1000020069|4|4|5|5||
1000020081|6|6|6|9|9|
1000020084||6|7|7||
1000020097|8|10|10|||
1000020113|4|6|4|4|5|
1000020153|5|4|5|6|7|
1000020159|5|5|5|5||
1000020178|8|8|6|5|6|
1000020184|3|2|4|3|3|
1000020223|5|6|5|5|6|
1000020241|6|6|8|6|6|
1000020253|4|5|7|6|6|
1000020274||4|4|4||
1000020281|5|5|4|4||
1000020290|4||6|6|6|
1000020300|8|6|6|6|6|
1000020326|5|5|5|5|5|
1000020355|4|6|6|6|5|
1000020366|5|5|5|5|5|
1000020369|7|6|7|6||
1000020375||5|5|4||
1000020399|6|6|||6|
1000020436|5|4|4|4|4|
1000020461|7|6|7|7|6|
1000020464|4|3|3|3|3|
1000020475|4|4|5|4|4|
1000020488||3|5|6|4|
1000020549|5|4|5|5|4|
1000020565|10|||||
1000020571|7|7|6|8|8|
1000020585|5|5|5|6||
1000020628|6|6|7|7|5|
1000020633|||6|6|6|
1000020643|5|5|6|8|5|
1000020656|8|8|8|6||
1000020670|||5|8||
1000020688|5|6|6|5|5|
1000020712||6||6|6|
1000020750|5|4|6|5||
1000020753|5|6|6|4||
1000020761|5|6|5|6|6|
1000020793|5||5|4||
1000020798|5|6|6|7|7|
1000020839|7|5|4|5||
1000020874||4|5|5|4|
1000020880|7|6|8|||
1000020931||||5||
1000020936|5|5|5|5|5|
1000021043|6|6|5|7|7|
1000021058|6|6|6|6|6|
1000021066|5|7|8|8||
1000021092|8|5|6|9||
1000021106|6|6|6|8|8|
1000021122|9|6|6|7||
1000021123||7||7|8|
1000021163|6|5|4|4||
1000021187|8|8|8|7||
1000021197||4|4|4|3|
1000021235|5||4|4||
1000021258|7|8|8|9|8|
1000021302||6|6|7||
1000021373|5|5|5|6|6|
1000021392|4|4|5|5||
1000021439|6||5|5||
1000021442|6|5|5|4|6|
1000021475|6|5|5|5|4|
1000021499|7|6|6|6|6|
1000021503|6|5|6|6|5|
1000021518|5|5|5|5|5|
1000021548|4|4||4||
1000021551|4|6|6|5|4|
1000021564|6|6|6|6||
1000021566|8|8|9|8||
1000021580|5|6|5|6|5|
1000021589|6|7|9|8|8|
1000021609|5|4|4|4||
1000021619|6|6|6|6|6|
1000021620|6|4|5|4||
1000021632|9|8|8|8||
1000021649|5|5|5|6||
1000021676|6|6|8|8|8|
1000021699|4|4||||
1000021710|6|6|6|6|6|
1000021772|6|6|7|7|6|
1000021781|5|||||
1000021867|6|4|8|7|6|
1000021875|6|6|8|8||
1000021886|7|7|6|6|7|
1000021911||8||||
1000021963|7|7|7|7|8|
1000021982|6|6|6|6|6|
1000022010|8|8|8|9|9|
1000022028|5|5|5|4|4|
1000022039|5|6|5|6|6|
1000022060|7|8|8|8|7|
1000022064|7|6|6|6|6|
1000022072|5|4|4|4||
1000022083|3|3|4|4|3|
1000022093|4|4|4|4|4|
1000022112||6||6||
1000022115|4|4||4||
1000022155|6|5|5|6|5|
1000022160|7|8||||
1000022174|7|7|8|8|8|
1000022193|4|4|4|4||
1000022240|10|10||||
1000022258|6|7|9|10|9|
1000022273|5|5|5|5|5|
1000022283|5|6|5|5|5|
1000022303|5||4|5||
1000022355|6|7|6|7|6|
1000022363|6|8|6|8|8|
1000022369|4|4|4|4||
1000022371|||4|||
1000022376|||5|4||
1000022404|4|||||
1000022426||||6|6|
1000022447||7||7||
1000022470|4|5|5|5|4|
1000022494|||6|||
1000022498|8|7|8|8|7|
1000022502|8|8|8|8|9|
1000022507|4|4|6|6||
1000022509|5|5|6|9|9|
1000022515|6|8|7||8|
1000022531||7|5|6||
1000022533|7||7|8|8|
1000022591|8|8|8|9|8|
1000022594||6|8|7|7|
1000022600|4|4|4|4|4|
1000022622|8|8|8|7|7|
1000022635|8|6|6|6|6|
1000022644|5|8|8|8||
1000022715|3|4|3|4|4|
1000022716|7|8|7|6|6|
1000022722|4|5||||
1000022745|5|6||||
1000022769|6|5|6|8|5|
1000022793|4|4|4|5|5|
1000022809|5|6|5|6|6|
1000022812|6|5|6|5|5|
1000022860||5|5|5|4|
1000022903|5|5|4|||
1000022917|5||4|4||
1000022919|6|4|3|3|3|
1000022926|3|3|4|5||
1000022955||5|5|5||
1000022976|6|||||
1000022997|4|4|6|6|6|
1000023026|3|3|3|3|3|
1000023037|5|6|8|10||
1000023070|6|6|6|6||
1000023072|9||7|8||
1000023133||5|5|6|6|
1000023138|5|6|8|7||
1000023139|5|4|5|||
1000023149|5|||6||
1000023160|5|||||
1000023216|5|5|5|||
1000023218|6|5|5|4|3|
1000023238|6|5|7|8||
1000023249|6|6|5|5|5|
1000023252||||7||
1000023264|4|4|4|||
1000023365|5|5||4|6|
1000023379|4|3|4|4||
1000023401|4|||5||
1000023413|8|9|9|9|9|
1000023421|5|5|6|4||
1000023426|6|7|6|6||
1000023443|8|8|8|8||
1000023466|5|7|8|7||
1000023477|5|4|5|6|6|
1000023488|5|5|5|4||
1000023494|5|5|5|5|4|
1000023594|9|8|8|8|3|
1000023598|5||7|8|7|
1000023599|6|6|9|9|8|
1000023604||||4||
1000023606|8||8|6||
1000023610|5|5|8|6|6|
1000023614||4|4|4|4|
1000023622|3|3||4|2|
1000023625|4|5|8|7|8|
