V_BZNO|CRINF_RLR_DSC|CRDBD_RSNC|CRDBD_OCU_YY|SUM(CRDBD_RSN_AM)|SUM(CRDBD_OVD_AM)|MAX(CRDBD_RLS_OCU_DT)|MAX(CRDBD_RLS_RSNC)|
가상_사업자번호|신용정보관련인구분코드 |신용불량사유코드 |신용불량발생일자 |신용불량사유금액 |신용불량연체금액 |신용불량해제발생일자 |신용불량해제사유코드 |
1000000036|7|101|202508|8862957|6854861|20260327|99|
1000000036|7|105|202508|56390|0|20260407|1|
1000000091|7|101|202205|148060|147923|0|0|
1000000091|7|104|202205|3061|3031|0|0|
1000000091|7|101|202206|400000|161544|0|0|
1000000261|7|101|202504|7542187|7542187|0|0|
1000000261|7|101|202505|201666|201666|0|0|
1000000312|7|101|202508|6529725|5955314|20260126|99|
1000000312|7|101|202509|4191551|4191551|20251230|12|
1000000346|7|201|202507|91071|91071|0|0|
1000000346|7|101|202508|810574|810574|20260511|12|
1000000346|7|201|202508|164067|164067|0|0|
1000000346|7|201|202509|119510|119510|0|0|
1000000346|7|201|202510|448039|448039|20260511|12|
1000000346|7|101|202512|355000|355000|0|0|
1000000374|7|101|202405|491750|467407|0|0|
1000000374|7|101|202406|512500|27983|0|0|
1000000407|7|104|202508|48288|48288|0|0|
1000000407|7|104|202512|5220|5220|0|0|
1000000417|7|101|202408|724335|541131|0|0|
1000000417|7|104|202408|14788|14788|0|0|
1000000417|7|104|202409|1952|1952|0|0|
1000000417|7|104|202410|4998|4998|0|0|
1000000470|7|101|202308|247500|19067|0|0|
1000000470|7|101|202309|149000|22174|0|0|
1000000470|7|202|202309|534079|534079|0|0|
1000000470|7|101|202310|198000|29700|0|0|
1000000562|7|101|202603|29574589|29574589|0|0|
1000000613|7|101|202304|1845729|1136116|0|0|
1000000613|7|104|202304|177691|138980|20250530|1|
1000000613|7|101|202305|2608338|2514637|0|0|
1000000613|7|106|202305|20743|20743|0|0|
1000000613|7|101|202306|1225451|16146|0|0|
1000000613|7|101|202307|549720|402|0|0|
1000000613|7|101|202308|190|190|0|0|
1000000613|7|104|202308|85207|36608|20250926|6|
1000000613|7|101|202309|655311|646911|0|0|
1000000613|7|106|202503|19|19|0|0|
1000000625|7|101|202504|3225|2934|0|0|
1000000631|7|101|202103|2693322|353046|0|0|
1000000631|7|101|202104|3503085|3165582|0|0|
1000000631|7|101|202106|1880000|1832432|0|0|
1000000631|7|202|202107|2213484|2213484|0|0|
1000000631|7|101|202109|5406143|4853960|0|0|
1000000663|7|101|202512|480166|480166|0|0|
1000000663|7|101|202601|162000|162000|0|0|
1000000673|7|101|202603|321600|321600|0|0|
1000000673|7|101|202604|252417|252417|0|0|
1000000677|7|104|202307|74064|74064|0|0|
1000000677|7|101|202308|1075000|70711|0|0|
1000000677|7|104|202308|16937|16937|0|0|
1000000677|7|101|202309|240000|240000|0|0|
1000000677|7|104|202309|6959|6959|0|0|
1000000677|7|101|202310|342000|212247|0|0|
1000000677|7|202|202310|116643|116643|0|0|
1000000677|7|101|202311|66726|66726|0|0|
1000000677|7|201|202510|37167|37167|0|0|
1000000806|7|104|202505|816933|815613|0|0|
1000000806|7|101|202509|4541079|3801946|0|0|
1000000806|7|101|202510|895474|247474|0|0|
1000000806|7|101|202511|331514|331514|0|0|
1000000888|7|101|202401|89500|89500|0|0|
1000000888|7|104|202401|36173|36173|0|0|
1000000888|7|104|202402|2888|2888|0|0|
1000000897|7|101|202502|3025149|3015224|0|0|
1000000897|7|104|202502|46868|24325|20260312|3|
1000000897|7|105|202502|19462|19462|0|0|
1000000897|7|101|202503|640452|640452|0|0|
1000000897|7|101|202506|634669|380000|0|0|
1000000897|7|106|202508|7|7|0|0|
1000000897|7|101|202512|254667|254667|0|0|
1000000916|7|101|202504|798073|270916|0|0|
1000000916|7|101|202505|636000|357200|0|0|
1000000991|7|101|202301|136900|20535|20251128|16|
1000000991|7|101|202302|96950|22160|0|0|
1000000991|7|202|202303|416681|415805|0|0|
1000001001|7|101|202412|32000|32000|0|0|
1000001023|7|101|202409|5526181|495664|0|0|
1000001023|7|101|202410|190000|1|0|0|
1000001023|7|101|202503|103336|103336|0|0|
1000001023|7|101|202504|74119|74119|0|0|
1000001023|7|101|202505|78818|78818|0|0|
1000001040|7|101|202507|286182|286182|0|0|
1000001040|7|101|202508|573546|573546|0|0|
1000001040|7|101|202509|2755668|2755668|0|0|
1000001040|7|101|202510|3918674|3512955|0|0|
1000001040|7|104|202510|48416|48416|0|0|
1000001040|7|101|202511|73254|73254|0|0|
1000001040|7|101|202512|2562753|2562753|0|0|
1000001040|7|201|202512|101613|101613|0|0|
1000001040|7|101|202601|1537840|1537840|0|0|
1000001040|7|101|202602|340451|340451|0|0|
1000001040|7|101|202603|1269273|1269273|0|0|
1000001040|7|106|202603|61377|61377|0|0|
1000001077|7|101|202506|719100|143820|0|0|
1000001077|7|101|202509|180000|36000|0|0|
1000001134|7|104|202507|27382|27382|20251229|16|
1000001134|7|101|202508|107431|37840|0|0|
1000001134|7|104|202508|45157|45157|0|0|
1000001134|7|101|202509|15000|15000|0|0|
1000001212|7|104|202406|69764|69764|0|0|
1000001212|7|105|202406|115369|22204|0|0|
1000001215|7|104|202402|75624|75235|0|0|
1000001215|7|104|202403|10047|10047|0|0|
1000001232|7|101|202508|430000|430000|0|0|
1000001232|7|104|202508|90184|90184|0|0|
1000001232|7|101|202509|450000|450000|0|0|
1000001263|7|104|202302|1128|1128|0|0|
1000001294|7|101|202401|303600|303388|0|0|
1000001294|7|101|202402|100000|5000|0|0|
1000001298|7|101|202405|4077708|790308|0|0|
1000001298|7|104|202405|141304|141304|0|0|
1000001298|7|101|202406|140684|139985|0|0|
1000001298|7|101|202407|405000|56500|0|0|
1000001298|7|101|202408|100000|100000|0|0|
1000001298|7|101|202504|1471869|1471869|0|0|
1000001309|7|101|202508|135900|25868|0|0|
1000001309|7|101|202509|225800|39231|0|0|
1000001309|7|202|202509|110031|110031|0|0|
1000001312|7|101|202510|198819|198818|0|0|
1000001312|7|104|202510|24272|7341|0|0|
1000001312|7|101|202602|127216|127198|0|0|
1000001320|7|101|202601|100000|2|0|0|
1000001324|7|101|202409|136000|136000|0|0|
1000001324|7|101|202411|18932|18932|0|0|
1000001324|7|101|202501|60871|59762|0|0|
1000001324|7|101|202502|50000|50000|0|0|
1000001324|7|101|202503|9032|645|0|0|
1000001327|7|101|202412|734000|144633|0|0|
1000001327|7|101|202501|620000|52919|0|0|
1000001327|7|105|202510|7374|7374|0|0|
1000001343|7|104|202209|35979|3849|20251128|16|
1000001343|7|202|202209|1018759|1018759|0|0|
1000001343|7|101|202210|784147|779323|20251128|16|
1000001343|7|104|202210|1794|1794|0|0|
1000001343|7|105|202303|31908|10304|0|0|
1000001363|7|101|202402|97737|3253|0|0|
1000001363|7|101|202410|195179|0|20260127|1|
1000001383|7|101|202310|40000|2000|0|0|
1000001383|7|101|202408|875000|31855|0|0|
1000001404|7|104|202209|29989|29989|0|0|
1000001404|7|101|202210|228965|228965|0|0|
1000001404|7|104|202210|90007|90007|20251128|16|
1000001404|7|101|202211|584249|584249|20251128|16|
1000001410|7|101|202403|2670916|1154704|0|0|
1000001410|7|104|202403|153233|147437|0|0|
1000001410|7|201|202403|20804|20804|0|0|
1000001410|7|101|202404|552447|552447|0|0|
1000001410|7|104|202404|19998|19998|0|0|
1000001410|7|201|202404|74244|74244|0|0|
1000001410|7|101|202405|104945|104945|0|0|
1000001410|7|201|202405|19649|19649|0|0|
1000001410|7|201|202406|139885|139885|0|0|
1000001410|7|204|202406|19597|19597|0|0|
1000001410|7|101|202407|147088|147088|0|0|
1000001410|7|204|202407|65664|65664|0|0|
1000001410|7|101|202408|146983|146983|0|0|
1000001410|7|204|202408|22063|22063|0|0|
1000001410|7|101|202409|375000|375000|0|0|
1000001410|7|204|202409|24336|24336|0|0|
1000001410|7|101|202412|9352|9352|0|0|
1000001414|7|101|202209|1054092|749492|0|0|
1000001414|7|104|202209|47999|47948|0|0|
1000001414|7|202|202209|285221|283906|0|0|
1000001414|7|101|202210|284437|284437|0|0|
1000001414|7|202|202210|274280|274280|0|0|
1000001414|7|101|202211|28198|28198|0|0|
1000001414|7|105|202311|2141|2141|0|0|
1000001443|7|104|202502|22845|22845|0|0|
1000001443|7|101|202503|614065|150425|0|0|
1000001443|7|104|202503|72051|72051|0|0|
1000001443|7|104|202504|17787|17787|0|0|
1000001443|7|101|202506|62055|62055|0|0|
1000001505|7|101|202412|609983|609983|0|0|
1000001505|7|104|202412|5017|5017|0|0|
1000001505|7|101|202501|200000|200000|0|0|
1000001512|7|104|202311|12161|12151|0|0|
1000001512|7|101|202401|47500|2|0|0|
1000001512|7|104|202401|21643|21643|0|0|
1000001512|7|101|202403|300000|15000|0|0|
1000001549|7|101|202505|9581372|6461000|0|0|
1000001549|7|104|202505|93909|85292|0|0|
1000001549|7|101|202506|3240246|3233480|0|0|
1000001549|7|202|202506|2036008|2036008|0|0|
1000001549|7|101|202509|396000|396000|0|0|
1000001603|7|101|202506|1822401|1271557|20251203|12|
1000001616|7|104|202510|6958|6958|0|0|
1000001616|7|104|202511|3930|3930|0|0|
1000001616|7|101|202603|41928|41928|0|0|
1000001633|7|104|202509|107191|107191|0|0|
1000001633|7|101|202511|6394000|5465000|0|0|
1000001656|7|101|202204|243000|243000|0|0|
1000001656|7|101|202205|1202862|862289|0|0|
1000001656|7|104|202205|23248|6038|0|0|
1000001669|7|101|202109|300000|297991|0|0|
1000001684|7|101|202407|175482|153855|20251118|12|
1000001684|7|101|202410|91400|91400|20251023|12|
1000001690|7|101|202501|810696|260057|0|0|
1000001690|7|101|202502|300000|100858|0|0|
1000001722|7|104|202110|48061|45888|0|0|
1000001722|7|101|202111|1800633|831695|0|0|
1000001722|7|101|202112|55344|55344|0|0|
1000001722|7|202|202112|1237484|1234356|0|0|
1000001784|7|101|202403|444000|88307|0|0|
1000001784|7|101|202405|11522|11522|0|0|
1000001785|7|101|202108|428794|126465|0|0|
1000001785|7|101|202109|1361195|1143513|20251128|16|
1000001785|7|101|202110|140000|140000|0|0|
1000001785|7|202|202110|794183|791227|0|0|
1000001798|7|104|202111|46484|46484|0|0|
1000001798|7|101|202112|3108414|2421605|0|0|
1000001798|7|104|202112|106588|106584|0|0|
1000001798|7|202|202112|155211|155211|0|0|
1000001798|7|101|202201|27000|27000|0|0|
1000001813|7|104|202408|20473|20130|0|0|
1000001813|7|101|202409|200000|9860|0|0|
1000001813|7|101|202410|67000|11325|0|0|
1000001813|7|202|202410|407051|400767|0|0|
1000001813|7|101|202501|120000|5924|0|0|
1000001889|7|101|202403|171000|164592|0|0|
1000001889|7|101|202404|645096|128645|0|0|
1000001889|7|101|202405|67300|64006|0|0|
1000001889|7|202|202411|547051|508141|0|0|
1000001921|7|104|202211|25479|25479|0|0|
1000001921|7|101|202212|170862|163939|0|0|
1000001921|7|104|202212|9055|9055|0|0|
1000001921|7|202|202212|941156|934275|0|0|
1000001921|7|101|202301|138009|135433|0|0|
1000001921|7|205|202302|273564|264492|0|0|
1000001975|7|101|202403|717800|165418|0|0|
1000001977|7|101|202508|1836130|1836130|20251229|99|
1000001977|7|101|202509|1014063|1014063|0|0|
1000001981|7|101|202509|300000|45000|0|0|
1000001981|7|104|202509|44395|44394|0|0|
1000001981|7|101|202510|286050|286050|0|0|
1000001981|7|101|202511|50000|50000|0|0|
1000002054|7|101|202304|515500|515500|0|0|
1000002054|7|104|202304|189592|185617|0|0|
1000002068|7|101|202301|421458|111378|20251128|16|
1000002068|7|104|202301|39713|39713|20251128|16|
1000002068|7|101|202302|100000|100000|0|0|
1000002068|7|202|202302|225321|225321|0|0|
1000002075|7|101|202603|12765|12471|0|0|
1000002105|7|202|202206|829868|818845|0|0|
1000002105|7|101|202208|1860735|1850683|20251128|16|
1000002105|7|104|202208|77043|77039|20251128|16|
1000002121|7|101|202503|155688|155688|20250926|12|
1000002121|7|101|202504|130345|130345|20250926|12|
1000002133|7|101|202404|221644|207741|0|0|
1000002133|7|104|202404|17681|17558|0|0|
1000002150|7|104|202508|1519|1519|0|0|
1000002150|7|101|202510|114200|114200|0|0|
1000002179|7|104|202310|20650|20650|0|0|
1000002179|7|101|202311|85870|11080|0|0|
1000002179|7|101|202312|452607|213489|0|0|
1000002179|7|104|202312|15046|15046|0|0|
1000002179|7|202|202312|246593|245730|0|0|
1000002179|7|101|202401|2|2|0|0|
1000002179|7|204|202401|23255|23255|0|0|
1000002182|7|101|202503|870000|499530|0|0|
1000002182|7|104|202503|9736|8315|0|0|
1000002182|7|101|202505|130000|130000|0|0|
1000002245|7|101|202411|20520|1026|0|0|
1000002245|7|101|202501|161480|30350|0|0|
1000002245|7|101|202503|48652|48652|0|0|
1000002344|7|101|202212|145786|10814|20251128|16|
1000002344|7|105|202305|42509|4874|0|0|
1000002344|7|101|202306|1037569|71901|0|0|
1000002344|7|101|202309|50341|50341|20251128|16|
1000002369|7|101|202207|847500|127125|0|0|
1000002369|7|104|202207|15375|15375|0|0|
1000002369|7|202|202207|735101|735101|0|0|
1000002369|7|104|202208|19994|19887|0|0|
1000002369|7|101|202209|11884|10027|0|0|
1000002369|7|101|202210|309083|309083|0|0|
1000002375|7|104|202201|31318|31318|0|0|
1000002375|7|101|202202|946842|536061|0|0|
1000002375|7|104|202202|122874|103394|0|0|
1000002375|7|101|202203|608956|52995|0|0|
1000002375|7|202|202203|1128347|1123766|0|0|
1000002375|7|101|202209|161024|161024|0|0|
1000002439|7|101|202601|407144|407144|0|0|
1000002439|7|101|202603|16200|16200|0|0|
1000002451|7|101|202110|97452|97452|0|0|
1000002451|7|101|202111|421230|271231|0|0|
1000002451|7|101|202112|320207|147617|0|0|
1000002451|7|202|202112|24136|23760|0|0|
1000002454|7|101|202510|1588500|279375|0|0|
1000002466|7|101|202410|797000|174880|0|0|
1000002466|7|101|202411|236620|35062|0|0|
1000002466|7|101|202412|14142|14142|0|0|
1000002466|7|101|202504|43353|43328|0|0|
1000002477|7|101|202304|1433247|678215|0|0|
1000002477|7|104|202304|221040|209841|0|0|
1000002477|7|101|202305|10349128|1817359|0|0|
1000002477|7|202|202306|4257200|4242393|0|0|
1000002528|7|101|202211|37440|37440|0|0|
1000002528|7|104|202211|97472|66113|20260213|7|
1000002528|7|101|202212|1505888|1254524|0|0|
1000002528|7|104|202212|19999|19999|0|0|
1000002528|7|101|202301|191300|191300|0|0|
1000002545|7|104|202501|354459|354459|0|0|
1000002545|7|101|202502|2732000|348209|0|0|
1000002545|7|104|202502|80366|80366|0|0|
1000002545|7|101|202503|1038650|361362|0|0|
1000002610|7|101|202602|500000|500000|0|0|
1000002615|7|101|202206|667072|535545|0|0|
1000002615|7|104|202206|34627|31779|0|0|
1000002615|7|101|202207|393372|385217|0|0|
1000002615|7|202|202207|1003452|1002836|0|0|
1000002615|7|101|202208|149959|136824|0|0|
1000002618|7|101|202410|29300|4|0|0|
1000002618|7|104|202501|2972|2972|0|0|
1000002645|7|104|202203|70190|69747|0|0|
1000002645|7|202|202203|2336528|2325444|0|0|
1000002645|7|101|202204|96950|10099|0|0|
1000002645|7|105|202204|50000|50000|0|0|
1000002645|7|202|202204|289182|288729|0|0|
1000002645|7|101|202207|200000|199977|0|0|
1000002645|7|101|202208|703626|341515|0|0|
1000002786|7|101|202508|1151000|224950|0|0|
1000002786|7|101|202509|280000|280000|0|0|
1000002808|7|101|202604|1792000|1792000|0|0|
1000002808|7|101|202605|200000|200000|0|0|
1000002809|7|202|202204|302552|301861|0|0|
1000002809|7|101|202205|954337|771484|20251128|16|
1000002809|7|104|202205|7101|7101|0|0|
1000002809|7|101|202206|81203|77299|0|0|
1000002809|7|202|202207|99833|98755|0|0|
1000002815|7|104|202401|21569|21569|0|0|
1000002815|7|101|202402|49989|15996|0|0|
1000002874|7|101|202107|1980207|1784707|20251128|16|
1000002874|7|101|202108|312150|312145|0|0|
1000002882|7|104|202512|857|857|0|0|
1000002885|7|104|202405|879|879|0|0|
1000002885|7|101|202406|250002|25002|0|0|
1000002885|7|202|202406|277063|276458|0|0|
1000002885|7|101|202407|25000|1250|0|0|
1000002885|7|101|202408|56700|10399|0|0|
1000002888|7|101|202310|1424063|911022|0|0|
1000002888|7|104|202310|55664|55577|0|0|
1000002888|7|101|202311|4540567|1368244|0|0|
1000002888|7|104|202311|9985|9985|0|0|
1000002888|7|101|202404|3872169|430841|0|0|
1000002888|7|101|202409|2078|2078|0|0|
1000002917|7|101|202301|1986500|1794483|0|0|
1000002917|7|101|202302|121500|121500|0|0|
1000002919|7|101|202207|141109|141109|0|0|
1000002919|7|101|202209|90000|90000|0|0|
1000002919|7|101|202212|32124|32124|0|0|
1000002940|7|101|202401|875000|175000|0|0|
1000002944|7|101|202507|597030|30770|0|0|
1000002957|7|101|202207|299048|29904|0|0|
1000002957|7|101|202208|330000|27271|0|0|
1000002957|7|104|202208|55480|55260|0|0|
1000002957|7|101|202212|64754|39887|0|0|
1000002964|7|104|202211|914|914|0|0|
1000002964|7|101|202212|505000|97250|0|0|
1000002964|7|104|202212|799|799|0|0|
1000002997|7|101|202408|850467|84771|0|0|
1000002997|7|104|202408|8017|8017|0|0|
1000002997|7|101|202409|481099|481099|0|0|
1000002997|7|101|202603|0|0|0|0|
1000003000|7|104|202204|13838|13025|0|0|
1000003000|7|101|202205|528123|497880|0|0|
1000003000|7|105|202305|279|269|0|0|
1000003010|7|101|202508|2809974|2809121|0|0|
1000003010|7|104|202508|15265|15265|0|0|
1000003010|7|101|202509|1890000|283500|0|0|
1000003010|7|101|202510|136913|136913|0|0|
1000003010|7|201|202510|631692|630608|0|0|
1000003037|7|101|202401|357906|207254|0|0|
1000003037|7|101|202403|200000|200000|0|0|
1000003037|7|101|202404|599585|562271|0|0|
1000003077|7|104|202411|3918|3918|0|0|
1000003077|7|101|202508|313816|15690|0|0|
1000003148|7|101|202108|43450|43450|0|0|
1000003148|7|104|202108|2361|1270|0|0|
1000003148|7|101|202109|150000|150000|0|0|
1000003159|7|101|202406|29050|29050|0|0|
1000003159|7|101|202407|100000|100000|0|0|
1000003159|7|104|202407|24135|2|0|0|
1000003159|7|101|202408|296000|113250|0|0|
1000003194|7|101|202509|3407047|1927812|0|0|
1000003194|7|101|202601|53778|53778|0|0|
1000003198|7|101|202501|72410|72410|0|0|
1000003198|7|104|202501|39432|39432|0|0|
1000003198|7|101|202502|216372|216372|0|0|
1000003198|7|104|202502|1913|1913|0|0|
1000003198|7|101|202503|79163|79163|0|0|
1000003198|7|101|202504|65845|65845|0|0|
1000003198|7|101|202509|4277|4277|0|0|
1000003208|7|104|202507|9788|9788|20260204|12|
1000003208|7|101|202508|410020|409053|20260204|12|
1000003238|7|202|202105|571036|571036|20260309|13|
1000003238|7|101|202107|29930|0|20260306|1|
1000003254|7|101|202204|25936|25936|0|0|
1000003254|7|104|202204|31227|31185|0|0|
1000003254|7|101|202205|1468198|520735|20251128|16|
1000003254|7|104|202205|9894|9894|20251128|16|
1000003254|7|202|202205|730042|730005|0|0|
1000003254|7|101|202206|87700|87700|0|0|
1000003254|7|104|202206|6836|6836|0|0|
1000003254|7|202|202206|172896|172896|0|0|
1000003254|7|101|202207|700000|700000|0|0|
1000003254|7|101|202212|25095|25095|20251128|16|
1000003255|7|101|202501|865000|93250|0|0|
1000003255|7|101|202503|300571|300571|0|0|
1000003255|7|202|202503|796671|796361|0|0|
1000003286|7|101|202401|138000|26940|0|0|
1000003286|7|101|202411|19999|999|0|0|
1000003289|7|104|202509|2999|2966|0|0|
1000003290|7|101|202512|2069260|2040020|0|0|
1000003290|7|101|202601|588000|570593|0|0|
1000003290|7|104|202601|36208|36208|0|0|
1000003317|7|202|202301|1741629|1731971|0|0|
1000003317|7|101|202303|4218|4218|0|0|
1000003317|7|104|202303|48038|48038|0|0|
1000003317|7|101|202304|1219|1219|0|0|
1000003317|7|201|202304|128973|128973|0|0|
1000003317|7|104|202311|29790|29790|0|0|
1000003317|7|105|202401|9114|9114|0|0|
1000003326|7|104|202509|102539|102424|0|0|
1000003326|7|201|202509|113482|113482|0|0|
1000003326|7|101|202510|979393|979393|0|0|
1000003326|7|201|202510|207972|206366|0|0|
1000003326|7|101|202511|340000|340000|0|0|
1000003326|7|101|202512|57736|57736|0|0|
1000003343|7|101|202107|180000|22037|20251128|16|
1000003343|7|101|202601|11752|11752|0|0|
1000003350|7|101|202310|115249|2|0|0|
1000003350|7|101|202311|523000|90226|0|0|
1000003350|7|101|202312|290995|290383|0|0|
1000003350|7|104|202312|17415|2|0|0|
1000003355|7|101|202508|836571|474237|0|0|
1000003355|7|101|202509|44364|44364|0|0|
1000003374|7|104|202404|31955|31417|0|0|
1000003374|7|101|202406|840000|59332|0|0|
1000003374|7|101|202407|360000|36000|0|0|
1000003383|7|101|202501|55575|55575|0|0|
1000003383|7|104|202501|60415|60415|0|0|
1000003383|7|101|202502|2339323|1261323|0|0|
1000003383|7|104|202502|24582|24582|0|0|
1000003383|7|101|202503|301774|49776|0|0|
1000003383|7|104|202503|14112|14112|0|0|
1000003386|7|104|202201|55967|55635|0|0|
1000003386|7|104|202202|297|297|0|0|
1000003386|7|202|202203|171843|171612|0|0|
1000003395|7|101|202305|226720|226720|0|0|
1000003395|7|104|202305|24964|24964|0|0|
1000003395|7|101|202306|86708|86708|0|0|
1000003415|7|101|202506|1818450|868450|0|0|
1000003415|7|104|202506|160272|113986|0|0|
1000003415|7|101|202507|259363|259363|0|0|
1000003444|7|101|202603|1574160|1574160|0|0|
1000003452|7|101|202508|123994|123994|0|0|
1000003452|7|101|202509|11425|2|0|0|
1000003452|7|104|202509|4888|4888|0|0|
1000003452|7|101|202510|55500|9666|0|0|
1000003458|7|101|202412|1340000|868000|0|0|
1000003458|7|104|202412|25740|25740|0|0|
1000003458|7|201|202412|23535|23535|0|0|
1000003458|7|101|202501|299593|299593|0|0|
1000003458|7|104|202501|10914|10914|0|0|
1000003458|7|201|202501|13470|13470|0|0|
1000003458|7|101|202503|10702|4|0|0|
1000003458|7|201|202503|24885|24885|0|0|
1000003458|7|101|202504|46500|19935|0|0|
1000003515|7|101|202604|1|1|0|0|
1000003515|7|104|202604|6097|6097|0|0|
1000003544|7|101|202502|101485|101485|0|0|
1000003544|7|101|202503|503500|503500|20250901|12|
1000003544|7|101|202504|7589|7589|0|0|
1000003560|7|104|202502|31599|31197|0|0|
1000003560|7|101|202503|1489096|729730|0|0|
1000003560|7|104|202503|68261|68261|0|0|
1000003560|7|201|202503|27343|27343|0|0|
1000003560|7|101|202504|232400|232400|0|0|
1000003560|7|201|202504|50960|50960|0|0|
1000003560|7|202|202504|697363|696269|0|0|
1000003576|7|104|202405|216|216|0|0|
1000003589|7|101|202503|14956|4735|0|0|
1000003590|7|101|202111|99998|2|0|0|
1000003590|7|202|202112|434966|434029|0|0|
1000003590|7|101|202201|236000|230874|0|0|
1000003620|7|101|202504|2846208|1150275|0|0|
1000003620|7|104|202504|99581|99581|0|0|
1000003620|7|101|202505|500000|229649|0|0|
1000003620|7|104|202505|82817|82817|0|0|
1000003663|7|101|202111|359168|21335|0|0|
1000003663|7|101|202206|335092|279179|0|0|
1000003683|7|101|202411|25200|25200|0|0|
1000003683|7|101|202412|79957|79957|0|0|
1000003683|7|101|202503|34834|34834|0|0|
1000003688|7|101|202408|690000|630000|0|0|
1000003688|7|104|202408|19182|19182|0|0|
1000003688|7|101|202409|4145965|2600965|0|0|
1000003688|7|101|202410|19997|19997|0|0|
1000003688|7|104|202410|151|151|0|0|
1000003701|7|104|202109|2826|2826|0|0|
1000003701|7|101|202110|1077875|428331|0|0|
1000003701|7|104|202110|6174|6174|0|0|
1000003701|7|101|202111|38000|38000|0|0|
1000003701|7|202|202112|844980|842942|0|0|
1000003701|7|205|202112|45322|40305|0|0|
1000003704|7|101|202503|463754|463754|0|0|
1000003704|7|104|202503|6488|6488|0|0|
1000003704|7|104|202504|2572|2572|0|0|
1000003746|7|201|202307|62487|62487|0|0|
1000003746|7|201|202308|55199|55199|0|0|
1000003746|7|201|202309|14218|14218|0|0|
1000003746|7|101|202310|47779|17747|0|0|
1000003746|7|201|202310|65353|44424|0|0|
1000003746|7|201|202311|43394|727|0|0|
1000003795|7|101|202512|91535|8237|0|0|
1000003797|7|101|202505|263000|263000|0|0|
1000003797|7|104|202505|20499|20499|0|0|
1000003797|7|101|202506|133050|133050|0|0|
1000003801|7|101|202411|2808678|2647440|20260119|12|
1000003801|7|104|202411|47669|47669|20251216|12|
1000003801|7|101|202412|1100000|415000|20251216|12|
1000003836|7|101|202301|209550|194858|0|0|
1000003836|7|104|202301|5840|5544|0|0|
1000003850|7|101|202111|168000|168000|0|0|
1000003855|7|104|202506|3499|3499|0|0|
1000003855|7|105|202508|11016|11016|0|0|
1000003864|7|101|202206|83096|83096|0|0|
1000003864|7|101|202207|322470|230135|0|0|
1000003864|7|104|202208|9688|9688|0|0|
1000003864|7|202|202208|354612|354612|0|0|
1000003881|7|101|202401|462892|167567|0|0|
1000003881|7|104|202401|76764|76760|0|0|
1000003881|7|101|202402|556992|115032|0|0|
1000003881|7|101|202409|95827|95827|0|0|
1000003881|7|202|202409|569403|569403|0|0|
1000003889|7|104|202107|26067|26067|20251128|16|
1000003889|7|101|202108|36160|36160|20251128|16|
1000003889|7|101|202112|96933|96933|20251128|16|
1000003889|7|101|202307|13069|13069|0|0|
1000003889|7|105|202308|769|769|0|0|
1000003889|7|101|202404|34115|34115|0|0|
1000003927|7|101|202303|32587|32587|0|0|
1000003927|7|101|202304|16650|16650|0|0|
1000003927|7|104|202304|800|800|0|0|
1000003927|7|101|202305|96000|4|0|0|
1000003927|7|104|202307|108|108|0|0|
1000003936|7|101|202506|3019313|3019313|20251224|99|
1000003936|7|101|202507|2499923|2312047|20251218|12|
1000003957|7|101|202504|247201|233312|0|0|
1000003957|7|101|202505|559809|559809|0|0|
1000003957|7|101|202506|56802|56802|0|0|
1000003958|7|101|202505|1399994|1298495|0|0|
1000003958|7|101|202506|90000|90000|0|0|
1000003958|7|201|202506|287477|287477|0|0|
1000003958|7|201|202508|61358|61358|0|0|
1000003979|7|101|202206|39520|39520|0|0|
1000003979|7|104|202206|35978|35978|0|0|
1000003979|7|101|202207|386774|386774|0|0|
1000003979|7|202|202207|171175|171175|0|0|
1000004040|7|104|202512|1082|1082|0|0|
1000004040|7|101|202601|12567|12567|0|0|
1000004040|7|104|202601|419|418|0|0|
1000004040|7|101|202602|200603|200603|0|0|
1000004050|7|101|202509|425000|317000|0|0|
1000004050|7|101|202510|3500000|0|20260107|1|
1000004050|7|101|202512|166393|166393|0|0|
1000004091|7|101|202111|58684|58400|0|0|
1000004091|7|101|202112|423365|186839|0|0|
1000004091|7|104|202112|11209|11183|0|0|
1000004091|7|106|202112|34983|26105|0|0|
1000004099|7|104|202407|9047|8947|0|0|
1000004099|7|101|202411|326200|149400|0|0|
1000004099|7|105|202502|4794|4794|0|0|
1000004111|7|104|202504|765|765|0|0|
1000004131|7|101|202601|1581400|1581400|0|0|
1000004131|7|104|202602|10526|10526|0|0|
1000004131|7|101|202603|1425348|1425348|0|0|
1000004138|7|101|202303|650000|14040|0|0|
1000004138|7|101|202304|171109|23659|20251128|16|
1000004138|7|104|202304|14674|14550|0|0|
1000004138|7|114|202305|35000|7000|0|0|
1000004138|7|202|202309|317452|316828|0|0|
1000004138|7|101|202401|13500|13500|0|0|
1000004147|7|101|202307|328538|187603|0|0|
1000004147|7|104|202307|151072|149000|0|0|
1000004202|7|101|202308|51722|51722|0|0|
1000004202|7|101|202309|658840|101622|0|0|
1000004202|7|104|202309|10248|10194|0|0|
1000004202|7|202|202309|9981|9981|0|0|
1000004202|7|101|202601|81424|81424|0|0|
1000004208|7|202|202109|9871681|9871681|0|0|
